"time_ms","env"
10,0
20,0
30,0
40,0
50,0
60,0
70,0
80,0
90,0
100,0.0423845879281797
110,0.0433111608913975
120,0.0441722905495551
130,0.0448734050846554
140,0.0453901610558921
150,0.0457762753914513
160,0.0460487275875258
170,0.0461657936083724
180,0.0461751041979979
190,0.0461852361853449
200,0.046200208329672
210,0.0462568147651497
220,0.0463905905401886
230,0.0466072526127176
240,0.0468341304596639
250,0.0470127683314497
260,0.0471388079726883
270,0.0472203225679945
280,0.0472725682753564
290,0.0473148410704013
300,0.0473584062445947
310,0.0474375859120673
320,0.0475903781343181
330,0.0477758890331936
340,0.0479065090859494
350,0.0478800306087933
360,0.0476559064811048
370,0.0472697984916256
380,0.0467185244855506
390,0.0460222128544869
400,0.0453033912662697
410,0.0445974694751781
420,0.0438593593996455
430,0.0431070444367378
440,0.0424451105792494
450,0.0419732899808998
460,0.0417046217013912
470,0.0415709804946932
480,0.0415601723189797
490,0.0416946935101265
500,0.0419844071895202
510,0.0423734874757312
520,0.0427695030311075
530,0.0431755224396191
540,0.0435517865308445
550,0.0438782399817175
560,0.0442309801348056
570,0.044633409007222
580,0.0450289267410528
590,0.0453233527901858
600,0.0454377916000836
610,0.0453688174409679
620,0.0451586322053478
630,0.0448698043634955
640,0.0444931117604584
650,0.044025539411791
660,0.0435085309979128
670,0.0430299004737282
680,0.0426271117749555
690,0.0423465766666427
700,0.0422475771491575
710,0.0423610449798825
720,0.0426660924420506
730,0.0431160071268954
740,0.0436561802288554
750,0.0443053264603828
760,0.0449311443522605
770,0.0453977751933069
780,0.0457161808503828
790,0.0459487042185911
800,0.046122935651459
810,0.0461972000225229
820,0.0461830485108084
830,0.0460572571734942
840,0.045797121406832
850,0.0454286245115193
860,0.0450090871392484
870,0.0445474075110384
880,0.0440450496245087
890,0.0435187682336266
900,0.0430228254696205
910,0.0426069242916824
920,0.0423329162694281
930,0.0422345901052922
940,0.0424664827518913
950,0.0431616243338968
960,0.0448904815480611
970,0.0485667356943042
980,0.0553005720637064
990,0.0660893519927374
1000,0.0813046798656022
1010,0.100846290072988
1020,0.124145250410314
1030,0.150114455001461
1040,0.17734369249982
1050,0.204167768492201
1060,0.228938121823889
1070,0.250298342084865
1080,0.267450295429
1090,0.280359901332027
1100,0.289481760141308
1110,0.295709851768726
1120,0.300147982119212
1130,0.303990799461127
1140,0.308363604461061
1150,0.31413043334251
1160,0.321549975023582
1170,0.33031614688879
1180,0.339403673196854
1190,0.347438764640877
1200,0.353435673616547
1210,0.356502612273948
1220,0.356124716299037
1230,0.352296878514508
1240,0.345206305992198
1250,0.335511259707819
1260,0.324121951085743
1270,0.311868622091572
1280,0.299213485501797
1290,0.28621168921134
1300,0.272799245032104
1310,0.258803233271022
1320,0.244371584724832
1330,0.231047269688667
1340,0.220315804704648
1350,0.213431994191293
1360,0.21126885912123
1370,0.214154447503639
1380,0.222134757925779
1390,0.234781476192554
1400,0.251041940865851
1410,0.269679058860093
