"fileName","language","participant","itemType","itemNum","focus","annotationNum","annotationNumTarget","word","syllText","syllTextPre","syllTextPost","percProm","duration","duration_noSilence","ampl_median","ampl_noSilence_median","env_slope","pitch_median_norm","pitch_sd_norm","f0_slope_norm","specCentroid_median","entropy_median","HNR_median","amEnvDep_median","fmDep_median","durationPre","duration_noSilencePre","ampl_medianPre","ampl_noSilence_medianPre","env_slopePre","pitch_median_normPre","pitch_sd_normPre","f0_slope_normPre","specCentroid_medianPre","entropy_medianPre","HNR_medianPre","amEnvDep_medianPre","fmDep_medianPre","durationPost","duration_noSilencePost","ampl_medianPost","ampl_noSilence_medianPost","env_slopePost","pitch_median_normPost","pitch_sd_normPost","f0_slope_normPost","specCentroid_medianPost","entropy_medianPost","HNR_medianPost","amEnvDep_medianPost","fmDep_medianPost"
"G06_T_14_F_2_Adj_li_2","German",6,"target",14,"filler",2,3,"A","li","pre","postpre","2",0.265,0.255,0.0373076888477063,0.0373076888477063,0.00017670127930144,-0.0665940053136719,1.57829472867456,1.49582694848619,212.753484420097,0.407163684579049,7.08528540082795,0.342721312473587,2.41939772945124,0.525,0.465,0.0399844424560369,0.0457149369588861,-7.0947387958817e-05,-0.875670673069897,-0.796699722096618,-0.018820975435621,250.056555148787,0.500859559307915,8.22344188874819,0.360444722735933,0.185720797404633,0.313,0.305,0.0465036995942019,0.0465036995942019,-7.10566155935767e-05,0.67577400928148,0.612657883331919,-1.08713052581266,284.313132077016,0.423750855955685,6.53769054185145,0.231006006655082,1.66493949671179
"G06_T_14_F_4_N_aʊ̯_1","German",6,"target",14,"filler",4,5,"N","aʊ̯","postpre","post","1",0.233,0.225,0.0548662033544748,0.0548662033544748,-0.00011037238550864,-0.345146857210591,-0.0575365105863609,0.672377117113206,293.603539485556,0.513697399494252,6.25724973415377,0.386880200148773,0.944467080859809,0.313,0.305,0.0465036995942019,0.0465036995942019,-7.10566155935767e-05,0.67577400928148,0.612657883331919,-1.08713052581266,284.313132077016,0.423750855955685,6.53769054185145,0.231006006655082,1.66493949671179,0.175,0.165,0.0239802109087927,0.0239802109087927,4.2159335831022e-06,-1.22728631683049,-0.973043445474411,-0.663733099224584,262.873758209741,0.660242034809054,6.52934400834438,1,0.0353051468040369
"G06_T_15_C_2_Adj_gʁy_3","German",6,"target",15,"contrastive",2,3,"A","gʁy","pre","postpre","3",0.458,0.455,0.0516360882821466,0.0516360882821466,0.00021601911092213,-0.249692877814044,1.83290438744768,0.848807013461518,249.612827504031,0.450794615974763,10.0651062694452,0.173407786991889,0.522778123209218,0.226,0.225,0.0348626941312193,0.0348626941312193,2.08062107619677e-05,-1.12862771280283,-0.874531731244098,-0.111470729289479,237.426707827194,0.537750742329389,11.549007564286,0.552686027051855,0.071657432244524,0.249,0.245,0.0416447125719867,0.0416447125719867,-0.00030663137465532,0.739273825101909,1.12801057997619,-1.11427652730402,234.429223952554,0.527014297844677,4.67616396073957,0.319152830038654,1.21527265717017
"G06_T_15_C_4_N_lœf_1","German",6,"target",15,"contrastive",4,5,"N","lœf","postpre","post","1",0.286,0.285,0.0246951977560887,0.0246951977560887,-6.23745310610199e-05,-1.0267498432747,-0.884077476855613,0.0004520189207406,266.513812073895,0.682797066169403,4.14736572901564,0.441176282077352,0.0644756976683775,0.249,0.245,0.0416447125719867,0.0416447125719867,-0.00030663137465532,0.739273825101909,1.12801057997619,-1.11427652730402,234.429223952554,0.527014297844677,4.67616396073957,0.319152830038654,1.21527265717017,0.209,0.205,0.0139375179165327,0.0139375179165327,-2.53445423929421e-05,-0.149792446039691,-0.568156647498084,-0.255666965572363,243.671976485778,0.65388780701757,3.88868839578816,0.57333787628019,0.0994988556937244
"G06_T_16_R_2_Adj_gʁy_2","German",6,"target",16,"corrective",2,3,"A","gʁy","pre","postpre","2",0.304,0.295,0.0514223535672764,0.0514223535672764,0.00031563387952955,0.876552357196652,1.45361023065822,1.19593224552936,280.049405842187,0.406146273664986,9.85232133755292,0.259716981904887,2.24046568783743,0.204,0.195,0.0255412422621714,0.0255412422621714,-0.00019943476044548,-0.389745965157712,-0.871207903135637,-2.10493261601718,263.780637383346,0.5408083584184,8.35409577732225,0.999651401961499,0.0589029974565278,0.161,0.155,0.0570617803417956,0.0570617803417956,-0.00038466377950939,-1.05156573439279,-0.854526491105523,-1.45576844352441,233.589322447693,0.583283133104506,5.83572455769524,0.996686219920693,0.196174799122318
"G06_T_16_R_4_N_lœf_0","German",6,"target",16,"corrective",4,5,"N","lœf","postpre","post","0",0.23,0.225,0.0236977978111102,0.0236977978111102,-0.00014113397825525,-1.69303950235168,-0.341660979806966,-0.449338732070654,248.517840390623,0.649067991745782,5.56811859726932,0.421254626643403,0.369697628573167,0.161,0.155,0.0570617803417956,0.0570617803417956,-0.00038466377950939,-1.05156573439279,-0.854526491105523,-1.45576844352441,233.589322447693,0.583283133104506,5.83572455769524,0.996686219920693,0.196174799122318,0.162,0.155,0.0117859853654587,0.0117859853654587,-2.46519721477031e-05,1.70358995153803,1.05727734110019,-0.307003622676433,252.585362855982,0.673752731556828,3.78867657175753,0.744724959236127,1.21527265717017
"G06_T_17_I_2_Adj_ʁɔŋʃ_2","German",6,"target",17,"information",2,3,"A","ʁɔŋʃ","pre","postpre","2",0.316,0.315,0.0599946446053189,0.0599946446053189,-3.51419041722287e-06,1.7491889950203,0.273385745458837,1.47555074293883,252.92156240848,0.400479862375041,8.14662462678839,0.262279877480931,0.364890955058774,0.199,0.185,0.0166050505999903,0.017070188154728,8.87684208651753e-05,-1.41384860298149,-0.915465381187213,-0.86660085700336,240.667902078888,0.610198699619479,5.1194011562048,1,0.138899306976688,0.302,0.295,0.030265828201986,0.030265828201986,-6.13209678847991e-05,0.0354305982010989,-0.635235814806827,-0.100803659886177,251.753880762535,0.429144872700719,8.60327061839965,0.424806043651698,0.183709953317555
"G06_T_17_I_5_N_bas_2","German",6,"target",17,"information",5,6,"N","bas","postpre","post","2",0.334,0.325,0.0479872623453536,0.0479872623453536,0.00031784377342711,0.860073566114217,-0.864773456823358,1.7143186910932,262.410138108989,0.480353396297681,4.90259975699264,0.292491074974033,0.043610803062189,0.302,0.295,0.030265828201986,0.030265828201986,-6.13209678847991e-05,0.0354305982010989,-0.635235814806827,-0.100803659886177,251.753880762535,0.429144872700719,8.60327061839965,0.424806043651698,0.183709953317555,0.184,0.175,0.0189030413708052,0.0189030413708052,-0.00020378275136067,-1.22728631683049,1.08127489265909,-1.92650111291436,218.676540546467,0.584580919693132,3.78867657175753,1,1.2129255288863
"G06_T_18_C_3_Adj_gɛl_3","German",6,"target",18,"contrastive",3,4,"A","gɛl","pre","postpre","3",0.316,0.315,0.0561098433077672,0.0561098433077672,7.15917233754292e-05,1.92686700667185,0.91709813932182,1.09127614785143,344.940384903322,0.362170366924704,6.11668742447911,0.237714259245639,1.88239641968335,0.203,0.195,0.0106686241719965,0.0106686241719965,-9.55686086686796e-05,-1.03184476599317,-0.78375336696727,-0.234070828029041,221.520509938929,0.535119994521353,6.64073110842102,0.940881813356786,0.14734593259886,0.341,0.325,0.0193208540312641,0.0193531456141249,-0.00011643241551546,-1.21076225921212,-0.709502256932612,-0.582229203256849,262.783648202035,0.56671959266961,5.32625363115234,0.231691509782458,0.138874189211267
"G06_T_18_C_6_N_gly_2","German",6,"target",18,"contrastive",6,7,"N","gly","postpre","post","2",0.378,0.325,0.0411968290133393,0.0459250667342009,0.00024596679889763,0.372354160351058,1.08497819117544,0.954670946515413,210.197952871061,0.363132572491632,10.8225915755158,0.274996222860898,2.06681704031852,0.341,0.325,0.0193208540312641,0.0193531456141249,-0.00011643241551546,-1.21076225921212,-0.709502256932612,-0.582229203256849,262.783648202035,0.56671959266961,5.32625363115234,0.231691509782458,0.138874189211267,0.239,0.235,0.0453350988966326,0.0453350988966326,7.30050032291474e-05,-1.13544188910253,-0.222073466344834,-0.396938576473228,243.210470656952,0.545442583073363,8.59828682605008,0.317886366320168,0.424619536047324
"G06_T_19_R_2_Adj_gɛl_3","German",6,"target",19,"corrective",2,3,"A","gɛl","pre","post","3",0.353,0.335,0.0758844455531453,0.0762644422138787,1.0797432285759e-05,1.14969011942966,0.273689073951759,0.617714519825856,326.09841856146,0.328946019793698,8.23207485714143,0.174777427006432,1.27724281526039,0.194,0.185,0.0157688165239355,0.0157688165239355,-7.62211600408897e-05,-0.612520645193131,-0.6850525036317,-0.018820975435621,235.037858029613,0.405593477807926,5.6139124457539,1,0.221687202525167,0.137,0.135,0.0236030387861279,0.0236030387861279,-0.00019816059241163,-0.878355863064851,-0.661967218706317,-0.514065638896471,265.086417249099,0.550880044081845,5.94936547259168,1,0.509977779747786
"G06_T_19_R_4_N_gly_0","German",6,"target",19,"corrective",4,5,"N","gly",NA,"post","0",0.279,0.275,0.0133086267472896,0.0133086267472896,-2.27185232925715e-05,-1.25589881468632,-0.883222097964004,-0.382961216852452,216.057253249616,0.604304094005546,8.83688951908191,0.466182706716611,0.473635275949341,0.463,0.465,0.0216554486119695,0.0455872184052493,-0.00038466377950939,-1.21371380716979,3.0862946752011,-0.281829209437933,190.27203598749,0.595120484451189,7.7572326585316,0.424806043651698,0.66087167974311,0.217,0.215,0.0175005945251023,0.0175005945251023,2.67811824100899e-06,1.01807642697368,3.16099985911014,-0.105296292247924,255.143355467535,0.663471267914422,6.3916434742454,0.35079785192722,3.48774947333116
"G06_T_20_F_2_Adj_gʁy_2","German",6,"target",20,"filler",2,3,"A","gʁy","pre","postpre","2",0.386,0.355,0.0501503325103118,0.0530492654902831,0.00023283153457338,0.583156345054145,1.62612490487022,1.08807461691092,270.32871959489,0.453090177362429,9.49436530685721,0.208757243441989,2.36038871639608,0.286,0.285,0.0275455192641395,0.0275455192641395,-0.00013118117369485,-1.19119747657041,-0.79251605552763,-0.222029577885348,234.227203482467,0.567399336307939,8.21607067575527,0.33759594063381,0.11983645792995,0.163,0.155,0.0521747185407263,0.0521747185407263,-0.00019879432591455,1.27131204532137,-0.487217332458928,-0.648039825573189,258.400936172145,0.343276992542752,10.5858896392908,1,0.129710673745338
"G06_T_20_F_4_N_ʃtul_2","German",6,"target",20,"filler",4,5,"N","ʃtul","postpre","post","2",0.465,0.455,0.0485141773762527,0.0485141773762527,4.96247496444353e-05,-0.362201960687919,-0.463355399672137,-0.40248937108443,263.580176929824,0.44405327347398,11.4000463731289,0.216033246600158,0.320908622909942,0.163,0.155,0.0521747185407263,0.0521747185407263,-0.00019879432591455,1.27131204532137,-0.487217332458928,-0.648039825573189,258.400936172145,0.343276992542752,10.5858896392908,1,0.129710673745338,0.248,0.245,0.029894277275412,0.029894277275412,-4.82980925003171e-06,-1.47742816849353,-0.973043445474411,-0.307303964696894,225.008637697539,0.633159674068494,10.3051773941493,0.22247717335444,0.122537207932404
"G06_T_21_C_2_Adj_li_2","German",6,"target",21,"contrastive",2,3,"A","li","pre","post","2",0.328,0.325,0.0326196404453328,0.0326196404453328,0.00014632730389436,0.942951433244848,1.5825208447848,1.2210063576751,222.060513177551,0.432350275737726,7.49721422848369,0.256133038472915,2.94816951191364,0.241,0.235,0.0270261179845719,0.0270261179845719,-1.53011694871347e-05,-1.2042755304518,-0.922273671567262,-0.162907577971747,240.513249874985,0.597408528308592,9.48423894659809,0.47955436293177,0.0799951073534189,0.317,0.315,0.040565916363594,0.040565916363594,-6.58112498932842e-05,0.905856934662061,-0.232491542209568,-0.349724249944607,244.072895377177,0.380333507656819,10.7478780108005,0.292246113397486,0.169445755948946
"G06_T_21_C_5_N_be_2","German",6,"target",21,"contrastive",5,6,"N","be",NA,"post","2",0.276,0.275,0.0322370764497835,0.0322370764497835,0.00016880359638634,-0.633134997633297,-0.518931190710054,0.248352561082033,251.746967520758,0.434561100793157,8.76394636690699,0.261770671737282,0.709977541806822,0.458,0.235,0.0573443245297003,0.0147063709137912,-0.00019943476044548,2.15515291477559,-1.00031588893059,0.0309781929218111,233.873421520606,0.412471169090292,7.67993586803101,0.202307566392213,1.18859252734665,0.196,0.195,0.0315540890489207,0.0315540890489207,-0.00028731909167736,-1.47742816849353,1.05727734110019,-0.0762952057484764,229.642932891624,0.647474811672482,4.15335183471548,1,0.0994988556937244
"G06_T_22_R_2_Adj_li_3","German",6,"target",22,"corrective",2,3,"A","li","pre","postpre","3",0.147,0.145,0.0428720872448279,0.0428720872448279,-1.06199225008683e-05,1.89600768429628,0.52151270641485,1.5842551664597,247.324192220831,0.332638163120285,9.61574553590668,1,0.314595788537803,0.209,0.205,0.0563323886904118,0.0563323886904118,-2.67932672761539e-05,1.06337869355074,-0.612322396284899,-0.248024770785386,251.064415192366,0.333380663104786,12.9917474758746,0.335548336556095,0.0826411406331557,0.274,0.245,0.0461923012194444,0.052824349385234,-0.00022467979947508,0.613916028043294,1.3361307238499,-2.10493261601718,259.44112733867,0.606556475755042,7.88459857780668,0.315902834447919,1.48067918066377
"G06_T_22_R_4_N_be_1","German",6,"target",22,"corrective",4,5,"N","be","postpre","post","1",0.214,0.205,0.0198849196331095,0.0198849196331095,1.06751645096002e-05,-1.40281375977954,-0.879147662357781,-0.0342666242359028,261.664559073037,0.64597938839944,7.39572867698268,0.648188698578115,0.113879634206718,0.274,0.245,0.0461923012194444,0.052824349385234,-0.00022467979947508,0.613916028043294,1.3361307238499,-2.10493261601718,259.44112733867,0.606556475755042,7.88459857780668,0.315902834447919,1.48067918066377,0.313,0.225,0.0191060444544054,0.0228990905576507,-0.0002002366622889,-1.13544188910253,-0.887490574927772,-2.73883873593665,219.428012490727,0.670346003094589,7.61705069699325,0.251914862810231,1.2129255288863
"G06_T_23_I_2_Adj_li_2","German",6,"target",23,"information",2,3,"A","li",NA,"post","2",0.257,0.255,0.0293143832202286,0.0293143832202286,0.00013395511422539,-0.36992375109093,0.757704408553364,0.909814556721946,206.557746316916,0.467553758931742,9.18456891291014,0.333273594145835,1.99732494157897,0.525,0.345,0.0248136007643165,0.00609566022696265,-7.62211600408897e-05,1.7293103893667,-1.00031588893059,-1.28503336862714,295.943867745124,0.477955643881187,7.59465022707388,0.202607987661266,1.21527265717017,0.217,0.215,0.0385473578058188,0.0385473578058188,-0.00010138655463287,0.673570625325768,-0.509731566871368,-0.402035310613757,242.28284841719,0.387441507722905,10.4288301725169,0.317491287440473,0.57814492564281
"G06_T_23_I_6_N_fon_2","German",6,"target",23,"information",6,7,"N","fon","pre","post","2",0.447,0.445,0.0302958919701702,0.0302958919701702,5.98862001276413e-05,-0.00143094633266493,0.247345652157918,-0.0548969665395139,252.133503669489,0.540805603751092,9.69116570068166,0.328516125590483,0.741754409343258,0.194,0.185,0.0197601205423471,0.0197601205423471,6.97263827716566e-05,-0.975250205083377,-0.31681772984526,-0.870475452549497,256.026534395909,0.569388690777101,7.7572326585316,1,0.344602115765308,0.268,0.265,0.021562092362565,0.021562092362565,7.30050032291474e-05,-1.04584381239237,-1.0327415532494,-0.103159274768038,245.67110900045,0.709964176102365,5.7648998126609,0.203647112166937,0.0994988556937244
"G06_T_24_F_2_Adj_gɛl_2","German",6,"target",24,"filler",2,3,"A","gɛl","pre","postpre","2",0.287,0.285,0.0544485589144853,0.0544485589144853,7.46853958107105e-05,1.63177005045681,-0.0420335559528465,2.17651596249677,328.426739453372,0.398979281359236,6.37946454002563,0.274326798385426,0.328827433628425,0.213,0.205,0.0122784926281913,0.0122784926281913,-0.00030663137465532,-0.929267082374542,-0.674025985876096,-0.00466635472432379,229.647199092438,0.502059145827376,6.65369110700782,0.403572784046099,0.597125943094376,0.084,0.075,0.0269381063916841,0.0269381063916841,-0.00015331620307473,0.0577652428685315,-0.83553074916553,-0.100803659886177,295.531704080071,0.489345208193974,5.29145016875918,1,0.0994988556937244
"G06_T_24_F_4_N_fla_1","German",6,"target",24,"filler",4,5,"N","fla","postpre","post","1",0.282,0.275,0.0223524878886602,0.0223524878886602,0.00012024956150368,-0.341854531460485,-0.884077476855613,1.32390495961583,268.671071979121,0.586075693369355,8.3052695061547,0.172123466419913,0.0644756976683775,0.084,0.075,0.0269381063916841,0.0269381063916841,-0.00015331620307473,0.0577652428685315,-0.83553074916553,-0.870475452549497,295.531704080071,0.489345208193974,5.29145016875918,1,0.185720797404633,0.29,0.285,0.0330860271177078,0.0330860271177078,-0.00013609802573664,-1.38884253266616,-0.711553042813805,-0.872459217214899,243.956593451936,0.546143266868381,4.77430925728217,0.150594774717477,0.139552856457077
"G06_T_25_C_2_Adj_li_3","German",6,"target",25,"contrastive",2,3,"A","li","pre","postpre","3",0.335,0.325,0.0435839481724383,0.0435839481724383,0.0001251682056422,0.506730026231275,1.91005053789758,1.35505590342054,223.168873095828,0.43989420668545,8.31673832253091,0.266779590223726,3.09447132218386,0.234,0.225,0.0321691118418583,0.0321691118418583,-0.00019943476044548,-1.2042755304518,-0.759371643684716,-0.281829209437933,250.093449052549,0.619575275670589,6.61697820081862,0.430388128653823,0.175041728363887,0.359,0.355,0.0292614228306072,0.0292614228306072,-4.03487143718298e-05,2.15515291477559,0.136202598194072,-1.92650111291436,269.733959994535,0.446118678430732,6.14334238259072,0.279552130228648,0.793960579882608
"G06_T_25_C_4_N_bɔɪ̯_1","German",6,"target",25,"contrastive",4,5,"N","bɔɪ̯","postpre","post","1",0.289,0.285,0.058045084344018,0.058045084344018,-0.0001527433689325,0.939077739916651,0.348105468113155,1.02779831156532,327.593826579708,0.329057202489209,8.74558537842787,0.263731227868557,1.17123535680875,0.359,0.355,0.0292614228306072,0.0292614228306072,-4.03487143718298e-05,2.15515291477559,0.136202598194072,-1.92650111291436,269.733959994535,0.446118678430732,6.14334238259072,0.279552130228648,0.793960579882608,0.181,0.175,0.0236941915217328,0.0236941915217328,6.71274483781005e-06,0.0354305982010989,0.136202598194072,-0.581167395360549,269.130207123242,0.637438007366455,5.13237212348794,0.995792079805447,0.0337125183972534
"G06_T_26_R_2_Adj_li_1","German",6,"target",26,"corrective",2,3,"A","li","pre","postpre","1",0.284,0.275,0.0269693123978747,0.0269693123978747,9.39153382684886e-05,-0.953628131270891,0.0382662409780166,0.436621284545124,220.073299710197,0.506853562578375,7.6067237513499,0.342955084103326,1.43169115505467,0.464,0.425,0.0466728279844701,0.049421532535832,-0.00030663137465532,-1.11230885251081,-0.977658518058448,0.0309781929218111,178.368672859896,0.430186782031792,14.4619115078152,0.396524854096536,0.0579167175252834,0.463,0.415,0.0321382183356959,0.0344818752253585,-0.00011364030193363,-0.424656848755711,-0.763702813876029,-0.151499618500835,291.475425822863,0.515705124289501,7.61705069699325,0.263663475002607,0.133383154078254
"G06_T_26_R_5_N_ʁuk_3","German",6,"target",26,"corrective",5,6,"N","ʁuk","postpre","post","3",0.283,0.275,0.0326519528554828,0.0326519528554828,0.00013340631125749,1.16179032540798,1.797669288628,-0.865448856935456,310.687828017083,0.49670664042369,5.67702285987009,0.253752155662084,2.47431214160982,0.463,0.415,0.0321382183356959,0.0344818752253585,-0.00011364030193363,-0.424656848755711,-0.763702813876029,-0.151499618500835,291.475425822863,0.515705124289501,7.61705069699325,0.263663475002607,0.133383154078254,0.327,0.315,0.062299142805257,0.0623994292144628,-0.00029677729960871,0.595892429455033,-0.636604116279224,-2.28120436514561,278.156072377584,0.479240595130791,4.27197683732046,0.23270332155085,0.263942641665807
"G06_T_27_I_2_Adj_ʁɔŋ_1","German",6,"target",27,"information",2,3,"A","ʁɔŋ",NA,"post","1",0.319,0.305,0.0510991182562247,0.0521010397573383,0.00027744940716856,1.26183889631827,-0.806909230202655,1.89792440300212,259.531486060787,0.550396385617597,11.810631175063,0.251096652961829,0.0557092804692803,0.463,0.115,0.0476949498197838,0.0270261179845719,-0.00030663137465532,2.15515291477559,-0.9943985074967,0.0309781929218111,292.647226089586,0.391383747082537,5.16348910063829,1,1.48067918066377,0.235,0.225,0.0354707146594223,0.0354707146594223,-9.74677219452959e-05,0.00520641093987659,-0.365063469430893,-0.439987892081284,290.426587885587,0.476705023004025,9.8703819844878,0.257022275921966,0.0825686680769593
"G06_T_27_I_5_N_de_2","German",6,"target",27,"information",5,6,"N","de","pre","post","2",0.174,0.165,0.0354636579574812,0.0354636579574812,-8.81415094187771e-05,-0.278791110421811,-0.534908933885428,0.369367413852194,342.908215541922,0.420865891192543,5.65340543982279,1,0.149803603121931,0.207,0.205,0.0455872184052493,0.0455872184052493,-0.00018342231432098,-0.499578625251209,-0.599285607357267,-0.292047501393411,295.943867745124,0.469622959909943,10.0221768863923,0.598011872966474,0.038481734578319,0.362,0.285,0.013492972055443,0.0153291859569943,-8.61664137190278e-05,-1.43389888685852,-0.927616518339514,-1.35007879854868,253.062166891063,0.603970981314008,4.17950293717544,0.219487553328644,0.0695268038689734
"G06_T_28_F_2_Adj_gɛl_2","German",6,"target",28,"filler",2,3,"A","gɛl","pre","postpre","2",0.282,0.275,0.061201824233772,0.061201824233772,7.95990788365845e-05,1.16479012617889,1.71912423343753,0.999492136938724,320.728107470516,0.454603707493613,5.06315122910623,0.282359999361696,2.63978671446176,0.317,0.315,0.02135189847317,0.02135189847317,3.60952269025871e-05,-0.0790734791101142,-0.977658518058448,-1.08713052581266,233.873421520606,0.589786947626522,7.59465022707388,0.25400852816437,0.0355979605512247,0.087,0.085,0.0320540345161071,0.0320540345161071,8.0438312315372e-06,1.45355152069769,-0.366402317475947,-0.895247681434596,296.682662102154,0.402854614999459,8.17971470904791,1,0.0353051468040369
"G06_T_28_F_4_N_faʁ_2","German",6,"target",28,"filler",4,5,"N","faʁ","postpre","post","2",0.337,0.335,0.0499743712837079,0.0499743712837079,0.00010535680973841,0.909270884701114,-0.329941177422095,-0.097772847752405,258.520183647343,0.446499763407474,8.60455777667041,0.352159114673589,0.383372010022667,0.087,0.085,0.0320540345161071,0.0320540345161071,8.0438312315372e-06,1.45355152069769,-0.366402317475947,-0.895247681434596,296.682662102154,0.402854614999459,8.17971470904791,1,0.0355979605512247,0.19,0.185,0.0319737772631293,0.0319737772631293,-9.49864199556239e-05,-1.22728631683049,-1.0327415532494,-0.116026597165398,273.459646677044,0.699395947252886,11.1720171878653,1,0.0337125183972534
"G06_T_29_B_3_Adj_gʁy_2","German",6,"target",29,"background",3,4,"A","gʁy","pre","postpre","2",0.315,0.305,0.0316381642783956,0.0317151790282815,0.00024874853507462,-0.583343963756094,1.29395231834265,1.29270911484564,247.891379974928,0.469900695794766,8.77961717501869,0.166996138865998,0.500502083270604,0.214,0.205,0.0227829956942257,0.0227829956942257,-6.38932669059613e-05,-1.25193151880708,-0.657207402463853,-0.0256183405364873,216.034386175776,0.560968698257335,7.78657283883376,0.533912424429499,0.140250589847557,0.159,0.155,0.0648881447325811,0.0648881447325811,-0.00034493603673174,1.7293103893667,-0.628060747745775,-0.307303964696894,261.293629532595,0.3227065687585,10.7608234021597,1,0.308936428493766
"G06_T_29_B_5_N_p͡flan_2","German",6,"target",29,"background",5,6,"N","p͡flan","postpre","post","2",0.457,0.455,0.0297340778101306,0.0331255343689164,0.00011710361589939,0.533427866111341,1.58489820984875,0.209884162913561,261.480860774333,0.490870074392183,7.76240927899995,0.251912205074813,0.279373527432151,0.159,0.155,0.0648881447325811,0.0648881447325811,-0.00034493603673174,1.7293103893667,-0.628060747745775,-0.307303964696894,261.293629532595,0.3227065687585,10.7608234021597,1,0.308936428493766,0.485,0.445,0.0378047999101111,0.039349177016779,-0.0001272511695576,-0.060323046193476,-0.880894187168961,-0.0762952057484764,314.716531308402,0.408626635649765,8.27565736530075,0.315141850750069,0.0343277466628346
"G06_T_30_B_2_Adj_gɛl_1","German",6,"target",30,"background",2,3,"A","gɛl","pre","postpre","1",0.217,0.205,0.0700404009550991,0.07048851766056,0.00029459334405596,-0.89877049601975,-0.863605832832657,-0.0734044222833165,313.199968525219,0.504630432689875,5.5739903102411,0.413781215379938,0.22061120017732,0.142,0.135,0.00609566022696265,0.00609566022696265,-0.00038466377950939,-1.41384860298149,0.365347462312043,-2.08375316514576,218.997542436912,0.638378163533807,5.16348910063829,1,0.509012595129958,0.146,0.145,0.0496420838654396,0.0496420838654396,-0.00025880081233427,-1.04473067479391,-0.840005955808314,-0.407217836915012,213.014171441872,0.597347342647648,7.7142193659017,1,0.168872552498378
"G06_T_30_B_4_N_blu_2","German",6,"target",30,"background",4,5,"N","blu","postpre","post","2",0.328,0.325,0.0659671394999487,0.0659671394999487,9.90507454478296e-05,0.695787627849724,1.31470549544363,1.0453777342771,238.005272361474,0.361215128280122,9.11173674765713,0.291137124609012,2.29652837290978,0.146,0.145,0.0496420838654396,0.0496420838654396,-0.00025880081233427,-1.04473067479391,-0.840005955808314,-0.407217836915012,213.014171441872,0.597347342647648,7.7142193659017,1,0.168872552498378,0.55,0.465,0.0412237052053251,0.0472377394680578,-0.00019277921780026,1.70358995153803,-0.683156217202879,0.00808300168701385,306.234050110237,0.311110270517496,10.3812453368691,0.303587866107593,0.0967544861542907
"G06_T_31_B_2_Adj_bʁaʊ̯_1","German",6,"target",31,"background",2,3,"A","bʁaʊ̯","pre","post","1",0.369,0.355,0.0513112816281657,0.0513557890476841,0.00021410165992513,0.827389373369106,-0.617246090400212,0.393103008887126,282.691897458986,0.583907114287641,5.82703138456427,0.45545363258958,0.162510585913349,0.172,0.165,0.0162596323014606,0.0162596323014606,-7.62211600408897e-05,-0.989129817645703,-0.872779519707185,-0.0634365208497334,192.772883925558,0.453504149216403,8.72870011221221,1,0.0799951073534189,0.132,0.125,0.0609355068643666,0.0609355068643666,-0.00025154883169863,1.1782026892251,-0.377467400316621,-0.490699386378795,252.517760168468,0.37458943703099,9.93455035321217,1,0.489922003996263
"G06_T_31_B_5_N_taʁ_1","German",6,"target",31,"background",5,6,"N","taʁ","pre","post","1",0.262,0.255,0.0234081532454278,0.0234081532454278,3.93038488641926e-05,0.598476529234588,-0.539052507446456,0.720185800723863,250.285257589412,0.452388910010822,7.61544287163025,0.261005600913236,0.649384199971401,0.138,0.135,0.019765747123373,0.019765747123373,-0.00018129848476342,0.302045190185225,0.487270348139931,-1.28503336862714,260.624025866418,0.504320640062969,6.50842544278632,0.996930446852358,0.509012595129958,0.061,0.055,0.0379046206828865,0.0379046206828865,0.00016742705180699,0.563425608814345,-0.583694877354214,-1.29429846081213,261.511070354854,0.442861934568385,8.13035438605059,1,1.18859252734665
"G06_T_32_B_3_Adj_gɛl_2","German",6,"target",32,"background",3,4,"A","gɛl","pre","postpre","2",0.36,0.275,0.0560234873260501,0.0588545350590162,0.00024651088675642,-0.866294933897114,0.975396467970025,1.16839218961133,303.235523985973,0.492549637220531,6.11666243134963,0.370002313164845,0.714879221144001,0.351,0.345,0.0247858079853675,0.0247858079853675,-6.46083969878991e-05,-1.19314428259639,-0.809137403309056,-0.165033994502344,200.29865635522,0.516492677572454,11.2798400232302,0.59033875547762,0.190929856546422,0.137,0.135,0.0377853921785286,0.0377853921785286,-0.00013626685167659,0.809408392134614,-0.681814680401818,-0.0902356741116535,246.934741626823,0.406594773368135,7.56926075411206,1,0.0635889195001773
"G06_T_32_B_5_N_faʁ_2","German",6,"target",32,"background",5,6,"N","faʁ","postpre","post","2",0.53,0.525,0.0420667392448994,0.0440607021460288,0.00010112178637983,-0.894473663554726,0.2881119832215,0.544062013611117,276.988034071968,0.507845792954552,5.35770357390729,0.299535362079244,0.249759362817007,0.137,0.135,0.0377853921785286,0.0377853921785286,-0.00013626685167659,0.809408392134614,-0.681814680401818,-0.0902356741116535,246.934741626823,0.406594773368135,7.56926075411206,1,0.0635889195001773,0.339,0.325,0.0223570205765492,0.0231430368680316,-0.00014952907316156,0.220102875023674,-1.0327415532494,0.0302959861306337,301.348977593336,0.371322847958835,11.3084784713679,0.332124057318497,0.0158936343008844
