"fileName","language","participant","itemType","itemNum","focus","annotationNum","annotationNumTarget","word","syllText","syllTextPre","syllTextPost","percProm","duration","duration_noSilence","ampl_median","ampl_noSilence_median","env_slope","pitch_median_norm","pitch_sd_norm","f0_slope_norm","specCentroid_median","entropy_median","HNR_median","amEnvDep_median","fmDep_median","durationPre","duration_noSilencePre","ampl_medianPre","ampl_noSilence_medianPre","env_slopePre","pitch_median_normPre","pitch_sd_normPre","f0_slope_normPre","specCentroid_medianPre","entropy_medianPre","HNR_medianPre","amEnvDep_medianPre","fmDep_medianPre","durationPost","duration_noSilencePost","ampl_medianPost","ampl_noSilence_medianPost","env_slopePost","pitch_median_normPost","pitch_sd_normPost","f0_slope_normPost","specCentroid_medianPost","entropy_medianPost","HNR_medianPost","amEnvDep_medianPost","fmDep_medianPost"
"G01_T_06_F_2_Adj_liː_2","German",1,"target",6,"filler",2,3,"A","liː","pre","post","2",0.564,0.555,0.0196800335685308,0.0196800335685308,8.47227539739124e-05,0.39250335045123,0.794449760404289,0.156473678373957,210.199415714769,0.51271194666173,8.02714350282334,0.291978487628533,0.577727489786496,0.615,0.605,0.0331645485846173,0.0331645485846173,-2.64549675599852e-05,0.963801619608592,2.39618939738158,-0.0856575972413256,271.044790216903,0.522786673967335,8.91306987067821,0.434012108352856,2.00755262872964,0.141,0.135,0.0734608451121323,0.0734608451121323,-0.00027123590863314,-0.0214985067572788,-0.345945603334683,-0.64195146317294,300.237758397376,0.4261372527244,7.01289896729414,1,0.164696879365088
"G01_T_06_F_6_N_dra-t_2","German",1,"target",6,"filler",6,7,"N","dra-t","pre","post","2",0.547,0.535,0.0141662547852543,0.0148691560739216,4.93295161451322e-06,1.34420336445169,-0.823335495042908,-0.538548471112899,280.412952109633,0.600889038439349,3.76277531187804,0.199073648512547,0.199167615938635,0.56,0.555,0.0370442171301386,0.0370442171301386,-9.36724268618592e-05,-0.807440171048721,-0.61650277010557,-0.0548742140371861,257.698798988917,0.405205956152066,10.2447759933731,0.310195311088644,0.114368538662368,0.373,0.365,0.0278626427403347,0.0278626427403347,4.38527052377547e-06,0.00045126438248227,-0.556026104479075,0.493388121926749,321.52283304038,0.447347521745706,5.56951836738381,0.249423874831312,0.29124282467437
"G01_T_07_I_2_Adj_liː_2","German",1,"target",7,"information",2,3,"A","liː","pre","post","2",0.226,0.225,0.0332637863003732,0.0599259594116337,0.00058565148650311,0.202735904560141,0.013769664059335,1.1865510238198,226.139953138947,0.462077020886687,10.0678812640457,0.37352469679028,1.86728648170745,0.321,0.295,0.0175265043938127,0.0176681695453972,2.50429451189888e-05,-1.18509570524966,1.15789836486198,-0.137136750635567,220.653643319742,0.498781843705504,7.13288523721888,0.430025883822044,1.39293227161151,0.161,0.155,0.0826578826452787,0.0826578826452787,-0.00023165185655162,0.200167030485263,-0.743744305626504,-0.964865194478874,316.441489410829,0.458813352864854,6.19009582549682,1,0.0939738111808985
"G01_T_07_I_5_N_ʁoː_1","German",1,"target",7,"information",5,6,"N","ʁoː","pre","post","1",0.288,0.285,0.0488232900208393,0.0488232900208393,0.00021222762605138,-1.19460705478633,-0.656855382896892,0.141959763242916,293.647598336157,0.512253929135537,8.60397897021206,0.338573476659568,0.516957850050446,0.14,0.135,0.0656585058128189,0.0656585058128189,-0.00010231645837543,-1.07113982420877,-0.722074716181283,-0.36132973235841,302.073074798875,0.49125634888753,4.96168037153278,1,0.321177334999462,0.183,0.175,0.0368914638153954,0.0368914638153954,-0.00012878661881145,-0.70346040993807,1.22079386651771,-0.519751272798631,266.138179071002,0.582883150041989,4.78113677031186,1,3.79211942069992
"G01_T_08_C_3_Adj_gɛl_2","German",1,"target",8,"contrastive",3,4,"A","gɛl","pre","postpre","2",0.298,0.275,0.0660022650516183,0.0688565099463419,0.00025682333298659,0.307543047912711,-0.519400883301597,1.39634636492168,307.507956562806,0.432536162171833,7.89221375448005,0.237360264626187,0.603867422726275,0.408,0.375,0.0152081423822221,0.0191623717042336,1.6610104957743e-05,0.535304598838077,-0.683414185222931,0.0203880487073643,214.160796462816,0.490521984809044,9.27309505010763,0.398109300122582,0.114368538662368,0.38,0.315,0.0278592875677674,0.0345968238955433,-0.00021575264872,-0.42236842493328,-0.388036177761063,0.538352649195996,348.383815559333,0.399477094775402,7.23536529862593,0.292160996681656,0.209119237117737
"G01_T_08_C_6_N_bʁɪl_2","German",1,"target",8,"contrastive",6,7,"N","bʁɪl","postpre","post","2",0.313,0.265,0.0199570409663862,0.0277442583714021,0.00033105049922077,-0.760785936265194,-0.631804872421627,0.923978146300985,265.912221994344,0.676050203460039,7.23780400281307,0.246916365925197,0.327417581591218,0.38,0.315,0.0278592875677674,0.0345968238955433,-0.00021575264872,-0.42236842493328,-0.388036177761063,0.538352649195996,348.383815559333,0.399477094775402,7.23536529862593,0.292160996681656,0.209119237117737,0.134,0.125,0.052608416787501,0.052608416787501,-0.00030443090970806,-1.13265998046689,-0.744643759753681,-1.21054908907387,275.503657944066,0.608157294350329,6.03260683080991,1,0.0313490137204728
"G01_T_09_R_3_Adj_gɛl_3","German",1,"target",9,"corrective",3,4,"A","gɛl","pre","postpre","3",0.226,0.205,0.0962245031848727,0.0996862891736396,0.00073270788827828,-0.124388567160437,-0.041936103061771,1.08278185421772,320.915213160493,0.431312182644065,5.26684865198269,0.377782054180547,1.64696296192838,0.105,0.095,0.00834768719432265,0.00834768719432265,4.44949907872879e-06,-0.83781548348136,-0.743056689444239,-0.574085309174384,232.320871253839,0.511230902559235,6.0365997943306,1,0.202626468821435,0.108,0.105,0.0677617874172655,0.0677617874172655,-0.00052914970326886,1.16333798643808,4.09200467793756,-0.376083692858076,297.031597915396,0.56709538751734,7.35828534422875,1,3.84278744079843
"G01_T_09_R_5_N_bʁɪl_1","German",1,"target",9,"corrective",5,6,"N","bʁɪl","postpre","post","1",0.221,0.215,0.0339269062075684,0.0339269062075684,0.00015007956754001,-1.15545769147734,2.57135316985913,0.156246445977735,300.382124499602,0.58886960727711,5.64519591127717,0.292488123726408,1.52761344487322,0.108,0.105,0.0677617874172655,0.0677617874172655,-0.00052914970326886,1.16333798643808,4.09200467793756,-0.376083692858076,297.031597915396,0.56709538751734,7.35828534422875,1,3.84278744079843,0.066,0.065,0.0521595843656982,0.0521595843656982,-0.00029497686659128,-0.924279285974637,-0.697513361816171,-0.517923719434177,285.76496684239,0.651460404329078,7.2248918791986,1,0.0308061605445137
"G01_T_10_F_2_Adj_liː_","German",1,"target",10,"filler",2,3,"A","liː","pre","post","1",0.286,0.285,0.0230232701960753,0.0230232701960753,8.6915901101147e-05,-0.435064175693096,0.867291749690527,-0.778685345651605,214.044994955219,0.533421565054874,7.94801901860958,0.231733836202395,1.15359727408388,0.144,0.135,0.0411476285012993,0.0411476285012993,-7.51450644689058e-05,0.177633405727277,-0.812005688644107,-0.169073031551125,265.013394286969,0.497072452785715,5.57311695119378,1,0.066055416586515,0.142,0.135,0.0417221209646806,0.0417221209646806,-5.0825053597538e-05,1.16333798643808,2.01874391690821,-0.732391846961086,270.077390632684,0.600048723195638,10.9641361068095,1,1.58649416305345
"G01_T_10_F_5_N_vaː_2","German",1,"target",10,"filler",5,6,"N","vaː","pre","post","2",0.309,0.305,0.0425280162276536,0.0429440431619175,0.00010519212910607,-0.864388359681338,0.667754335700893,0.751406883127115,271.629887354865,0.593841229276977,4.2732920085368,0.271225177250435,0.141839975650796,0.148,0.145,0.0301631240845708,0.0301631240845708,-0.00021895382984471,-0.687606014751257,-0.743056689444239,-0.248937680349407,270.119618823189,0.734900380483587,11.8112663027496,1,0.114368538662368,0.124,0.115,0.024000782506438,0.024000782506438,-0.0001346797746323,-1.13265998046689,2.01874391690821,-1.59673310963631,264.851805453785,0.537845962293617,4.34467682633518,1,1.88393196565369
"G01_T_11_C_2_Adj_gʁy_2","German",1,"target",11,"contrastive",2,3,"A","gʁy","pre","postpre","2",0.268,0.265,0.0212148265583499,0.0212148265583499,0.00024459733557792,-0.86693838772487,-0.349087677431016,0.673455867812206,244.289865422158,0.579066490529743,9.22271888063154,0.364517401831117,0.486061626015375,0.148,0.145,0.0433997609136415,0.0433997609136415,-0.00025342240796895,0.189236771422332,-0.570366248690889,-0.280991604658137,287.172252352476,0.559337927020177,5.8643788431918,1,0.342244662865475,0.367,0.365,0.0524314581139828,0.0524314581139828,-0.00017803090336726,-0.687606014751257,1.00204162132219,-0.476780246405474,305.397942708961,0.533598600274438,6.60694522316421,0.242574890980621,1.58649416305345
"G01_T_11_C_4_N_ja_2","German",1,"target",11,"contrastive",4,5,"N","ja","postpre","post","2",0.279,0.245,0.036896397620903,0.0484377386084215,0.00019476680576564,0.410893776910413,0.952779031315195,1.55105113985975,273.573098186065,0.549804333842344,8.0884389917596,0.28648891444004,2.42633061926406,0.367,0.365,0.0524314581139828,0.0524314581139828,-0.00017803090336726,-0.687606014751257,1.00204162132219,-0.476780246405474,305.397942708961,0.533598600274438,6.60694522316421,0.242574890980621,1.58649416305345,0.315,0.305,0.05330620104643,0.05330620104643,2.47954474295832e-05,-1.01937258611446,-0.778581843071301,0.042224452819523,318.6478615516,0.498553107826271,6.15695848596647,0.378186671103714,0.0962421403379799
"G01_T_12_R_2_Adj_gʁy_3","German",1,"target",12,"corrective",2,3,"A","gʁy","pre","postpre","3",0.509,0.455,0.0355251689473872,0.0440923442216287,0.00017929116494935,-0.537321656087518,-0.0385596949372803,0.351729645038742,257.988153963419,0.546011665965053,6.43813157559056,0.243449040280968,0.125588767171908,0.203,0.185,0.00788914508853921,0.00816086287417728,-7.01644618427789e-05,-0.515321284854165,-0.812005688644107,-0.427367731727503,245.376820670089,0.575939622104611,3.93754206624216,0.884424715149371,0.0308061605445137,0.07,0.065,0.0756273762137834,0.0756273762137834,1.62026671236403e-05,-1.13211128049495,-0.744643759753681,0.3614207419991,265.404294834922,0.550116059370608,5.62890543092304,1,0.06630211400478
"G01_T_12_R_4_N_ja_1","German",1,"target",12,"corrective",4,5,"N","ja","postpre","post","1",0.194,0.185,0.06017826056746,0.06017826056746,-0.00035358882070584,-0.0552015029579713,0.623311555933298,-0.538548471112899,275.845719300913,0.554728686583227,6.36367701418196,1,1.64696296192838,0.07,0.065,0.0756273762137834,0.0756273762137834,1.62026671236403e-05,1.17836915073935,-0.749725429455756,-0.743910112405273,265.404294834922,0.550116059370608,5.62890543092304,1,1.06487219317339,0.145,0.135,0.0226167597604412,0.0226167597604412,1.54435678806365e-05,1.16333798643808,2.08984047796992,-0.649556997219006,277.231949354717,0.618530451565222,5.19619606496719,0.990949890911261,1.88393196565369
"G01_T_13_I_2_N_hɛn_1","German",1,"target",13,"information",2,3,"N","hɛn","pre","post","1",0.181,0.175,0.0453205023503259,0.0453205023503259,0.00017062532355469,-0.756522601317924,-0.583302481667222,0.364231618901105,257.993708391092,0.538576395613863,6.24264761049582,1,0.702519714888972,0.188,0.185,0.0260170973292226,0.0260170973292226,2.78832509818372e-05,0.177633405727277,-0.775434621902549,-0.533254688499755,243.588964607632,0.674029014358552,4.15032489627677,1,0.342244662865475,0.08,0.075,0.0245234739202065,0.0245234739202065,-0.00017632054804087,-1.13211128049495,1.35242767650986,-1.43456303371406,262.437216590279,0.564760946960194,5.67464285591702,1,1.56321572062536
"G01_T_13_I_5_Adj_liː_2","German",1,"target",13,"information",5,6,"A","liː","pre","post","2",0.383,0.375,0.0205489699098847,0.0205489699098847,0.00018407419039908,0.0838720372624978,-0.0272323862507785,0.865129896493133,223.179156645176,0.530768230593456,7.49204222804902,0.185354454748849,1.28725005260974,0.233,0.225,0.015708558513451,0.015708558513451,-2.58103109263375e-05,-0.687606014751257,-0.733443681774559,0.0203880487073643,284.165891457532,0.523314657363099,11.3916454494935,0.211427999626932,0.0485518559855112,0.196,0.195,0.0377878560070304,0.0377878560070304,-0.00015446656380719,-0.300008058732536,-0.351347903489907,-1.23086255022918,311.57638711958,0.579184093657477,4.16897511637747,1,0.119945025661396
