"time_ms","env"
10,0
20,0
30,0
40,0
50,0
60,0
70,0
80,0
90,0
100,9.28683267800771e-05
110,9.24988215567729e-05
120,9.2354014766798e-05
130,9.2447386718778e-05
140,9.27688433932668e-05
150,9.32589655690349e-05
160,9.38475260659495e-05
170,9.44710421666619e-05
180,9.5058073937781e-05
190,9.55524412679966e-05
200,9.5901659170771e-05
210,9.60936257194555e-05
220,9.61480210101658e-05
230,9.60906778662382e-05
240,9.59761014718126e-05
250,9.58795953461645e-05
260,9.58499218174469e-05
270,9.59385044652017e-05
280,9.61313009221686e-05
290,9.64033789490907e-05
300,9.67551798270452e-05
310,9.71544177902498e-05
320,9.75706632047709e-05
330,9.79456489852579e-05
340,9.82093877717301e-05
350,9.83190097710022e-05
360,9.82561053774435e-05
370,9.80405126805581e-05
380,9.77360445653957e-05
390,9.73921069922716e-05
400,9.70434956636684e-05
410,9.67625710771739e-05
420,9.65880265626477e-05
430,9.64870675824457e-05
440,9.64075607185366e-05
450,9.63444470031438e-05
460,9.63494242844522e-05
470,9.64873862431836e-05
480,9.68616763106264e-05
490,9.75253411665455e-05
500,9.83974083861562e-05
510,9.93743864615878e-05
520,0.000100335504188022
530,0.00010121811560307
540,0.000102030091355796
550,0.000102817526848407
560,0.000103645693960039
570,0.000104570196994313
580,0.000105610871961285
590,0.000106756310323272
600,0.000107969577410918
610,0.000109121620536128
620,0.000110093471059286
630,0.000110798526018628
640,0.000111190389294632
650,0.00011121886323974
660,0.000110837640581886
670,0.000109966105733677
680,0.000108582899636763
690,0.000106773945190792
700,0.000104732947619385
710,0.000102678050351208
720,0.000100763330105181
730,9.91080361763409e-05
740,9.78375967330916e-05
750,9.7469869855754e-05
760,9.93600047272909e-05
770,0.00010832790888338
780,0.000140103523536411
790,0.000207687798817696
800,0.000316128967872175
810,0.000465386707942581
820,0.000646644138751294
830,0.000845768304290713
840,0.0010463184041345
850,0.00123257276725229
860,0.00138853506730251
870,0.0015008614833158
880,0.00156022774390368
890,0.00156153071638458
900,0.00150494682371078
910,0.00139618679614602
920,0.00124606322527133
930,0.00106938442255685
940,0.000883470740507849
950,0.00070604812152419
960,0.00055303222582069
970,0.000434250809422615
980,0.000344549355654097
990,0.000276510370338269
1000,0.000225048297808978
1010,0.000184592048879116
1020,0.00015328822764558
1030,0.000130610019808497
1040,0.000115705609540296
1050,0.000106084099696151
1060,0.000100415401994624
1070,9.735297696878e-05
1080,9.57231584190554e-05
1090,9.59522148698936e-05
1100,0.000104792853253522
1110,0.000168679560702642
1120,0.000388426846351598
1130,0.000880743876203072
1140,0.00176073667881257
1150,0.00311935002199777
1160,0.00500200156738933
1170,0.00740275158270432
1180,0.010269047877639
1190,0.0135191431380601
1200,0.017054019176843
1210,0.0207506803112055
1220,0.0244450409800209
1230,0.0279255294536668
1240,0.0309605745515355
1250,0.0333448735572982
1260,0.0349466079078881
1270,0.0357166001900071
1280,0.0356826874849101
1290,0.0349720694008731
