"fileName","language","participant","itemType","itemNum","focus","annotationNum","word","syllText","duration"
"G09_T_20_F_2_Adj_gʁy","German",9,"target",20,"filler",2,"Adj","gʁy",338
"G09_T_20_F_3_Adj_postpre","German",9,"target",20,"filler",3,"Adj","postpre",155
"G09_T_20_F_4_N_ʃtul","German",9,"target",20,"filler",4,"N","ʃtul",396
"G09_T_20_F_5__post","German",9,"target",20,"filler",5,NA,"post",175
"G09_T_21_C_1__pre","German",9,"target",21,"contrastive",1,NA,"pre",263
"G09_T_21_C_2_Adj_li","German",9,"target",21,"contrastive",2,"Adj","li",386
"G09_T_21_C_3_Adj_postpre","German",9,"target",21,"contrastive",3,"Adj","postpre",190
"G09_T_21_C_4_N_be","German",9,"target",21,"contrastive",4,"N","be",208
"G09_T_21_C_5_N_post","German",9,"target",21,"contrastive",5,"N","post",168
"G09_T_22_R_1__pre","German",9,"target",22,"corrective",1,NA,"pre",138
"G09_T_22_R_2_Adj_li","German",9,"target",22,"corrective",2,"Adj","li",280
"G09_T_22_R_3_Adj_postpre","German",9,"target",22,"corrective",3,"Adj","postpre",189
"G09_T_22_R_4_N_be","German",9,"target",22,"corrective",4,"N","be",200
"G09_T_22_R_5_N_post","German",9,"target",22,"corrective",5,"N","post",180
"G09_T_23_I_1__pre","German",9,"target",23,"information",1,NA,"pre",355
"G09_T_23_I_2_Adj_li","German",9,"target",23,"information",2,"Adj","li",306
"G09_T_23_I_3_Adj_postpre","German",9,"target",23,"information",3,"Adj","postpre",187
"G09_T_23_I_4_N_mi","German",9,"target",23,"information",4,"N","mi",152
"G09_T_23_I_5_N_post","German",9,"target",23,"information",5,"N","post",170
"G09_T_24_F_1__pre","German",9,"target",24,"filler",1,NA,"pre",295
"G09_T_24_F_2__-p-","German",9,"target",24,"filler",2,NA,"-p-",415
"G09_T_24_F_3_Adj_gɛl","German",9,"target",24,"filler",3,"Adj","gɛl",320
"G09_T_24_F_4_Adj_postpre","German",9,"target",24,"filler",4,"Adj","postpre",430
"G09_T_24_F_5_N_vas","German",9,"target",24,"filler",5,"N","vas",144
"G09_T_24_F_6_N_post","German",9,"target",24,"filler",6,"N","post",106
"G09_T_25_C_1__pre","German",9,"target",25,"contrastive",1,NA,"pre",134
"G09_T_25_C_2_Adj_li","German",9,"target",25,"contrastive",2,"Adj","li",200
"G09_T_25_C_3_Adj_post","German",9,"target",25,"contrastive",3,"Adj","post",150
"G09_T_25_C_4_Adj_pre","German",9,"target",25,"contrastive",4,"Adj","pre",109
"G09_T_25_C_5_N_ʁʊk","German",9,"target",25,"contrastive",5,"N","ʁʊk",167
"G09_T_25_C_6_N_post","German",9,"target",25,"contrastive",6,"N","post",326
"G09_T_26_R_1__pre","German",9,"target",26,"corrective",1,NA,"pre",154
"G09_T_26_R_2_Adj_li","German",9,"target",26,"corrective",2,"Adj","li",223
"G09_T_26_R_3_Adj_post","German",9,"target",26,"corrective",3,"Adj","post",139
"G09_T_27_I_1_Adj_pre","German",9,"target",27,"information",1,"Adj","pre",59
"G09_T_27_I_2_Adj_ʁɔn","German",9,"target",27,"information",2,"Adj","ʁɔn",133
"G09_T_27_I_3_Adj_post","German",9,"target",27,"information",3,"Adj","post",107
"G09_T_27_I_4_Adj_pre","German",9,"target",27,"information",4,"Adj","pre",126
"G09_T_27_I_5_N_dɛ","German",9,"target",27,"information",5,"N","dɛ",145
"G09_T_27_I_6_N_post","German",9,"target",27,"information",6,"N","post",157
"G09_T_28_F_1__pre","German",9,"target",28,"filler",1,NA,"pre",393
"G09_T_28_F_3_Adj_gɛl","German",9,"target",28,"filler",3,"Adj","gɛl",191
"G09_T_28_F_4_Adj_postpre","German",9,"target",28,"filler",4,"Adj","postpre",104
"G09_T_28_F_5_N_faʁ","German",9,"target",28,"filler",5,"N","faʁ",296
"G09_T_28_F_6_N_post","German",9,"target",28,"filler",6,"N","post",182
"G09_T_29_B_1__pre","German",9,"target",29,"background",1,NA,"pre",228
"G09_T_29_B_2_Adj_gʁy","German",9,"target",29,"background",2,"Adj","gʁy",361
"G09_T_29_B_3_Adj_postpre","German",9,"target",29,"background",3,"Adj","postpre",181
"G09_T_29_B_4_N_p͡fla","German",9,"target",29,"background",4,"N","p͡fla",457
"G09_T_29_B_5_N_post","German",9,"target",29,"background",5,"N","post",344
"G09_T_30_B_1__pre","German",9,"target",30,"background",1,NA,"pre",579
"G09_T_30_B_2__-p-","German",9,"target",30,"background",2,NA,"-p-",410
"G09_T_30_B_3_Adj_gɛl","German",9,"target",30,"background",3,"Adj","gɛl",283
"G09_T_30_B_4_Adj_postpre","German",9,"target",30,"background",4,"Adj","postpre",132
"G09_T_30_B_5_N_blu","German",9,"target",30,"background",5,"N","blu",287
"G09_T_30_B_6_N_post","German",9,"target",30,"background",6,"N","post",211
"G09_T_31_B_1_N_pre","German",9,"target",31,"background",1,"N","pre",183
"G09_T_31_B_2_N_taʁ","German",9,"target",31,"background",2,"N","taʁ",265
"G09_T_31_B_3_N_post","German",9,"target",31,"background",3,"N","post",236
"G09_T_32_B_1__pre","German",9,"target",32,"background",1,NA,"pre",330
"G09_T_32_B_2__-p-","German",9,"target",32,"background",2,NA,"-p-",214
"G09_T_32_B_3_Adj_gɛl","German",9,"target",32,"background",3,"Adj","gɛl",290
"G09_T_32_B_4_Adj_postpre","German",9,"target",32,"background",4,"Adj","postpre",159
"G09_T_32_B_5_N_vant","German",9,"target",32,"background",5,"N","vant",270
"G09_T_32_B_6_N_post","German",9,"target",32,"background",6,"N","post",316
"G09_T_33_B_1__pre","German",9,"target",33,"background",1,NA,"pre",639
"G09_T_33_B_2__-p-","German",9,"target",33,"background",2,NA,"-p-",496
"G09_T_33_B_3_Adj_li","German",9,"target",33,"background",3,"Adj","li",165
"G09_T_33_B_4_Adj_postpre","German",9,"target",33,"background",4,"Adj","postpre",206
"G09_T_33_B_5_N_fly","German",9,"target",33,"background",5,"N","fly",298
"G09_T_33_B_6_N_post","German",9,"target",33,"background",6,"N","post",132
"G09_T_34_B_1__pre","German",9,"target",34,"background",1,NA,"pre",554
"G09_T_34_B_2__-p-","German",9,"target",34,"background",2,NA,"-p-",128
"G09_T_34_B_3_N_na","German",9,"target",34,"background",3,"N","na",450
"G09_T_34_B_4_N_post","German",9,"target",34,"background",4,"N","post",527
"G09_T_35_B_1_Adj_pre","German",9,"target",35,"background",1,"Adj","pre",31
"G09_T_35_B_2_Adj_ʁɔn","German",9,"target",35,"background",2,"Adj","ʁɔn",188
"G09_T_35_B_3_Adj_post","German",9,"target",35,"background",3,"Adj","post",165
"G09_T_35_B_4_Adj_pre","German",9,"target",35,"background",4,"Adj","pre",105
"G09_T_35_B_5_N_ˈp͡fan","German",9,"target",35,"background",5,"N","ˈp͡fan",325
"G09_T_35_B_6_N_post","German",9,"target",35,"background",6,"N","post",104
"G10_T_01_F_1__pre","German",10,"target",1,"filler",1,NA,"pre",267
"G10_T_01_F_2_Adj_gry","German",10,"target",1,"filler",2,"Adj","gry",241
"G10_T_01_F_3_Adj_postpre","German",10,"target",1,"filler",3,"Adj","postpre",124
"G10_T_01_F_4_N_kɔf","German",10,"target",1,"filler",4,"N","kɔf",153
"G10_T_01_F_5_N_post","German",10,"target",1,"filler",5,"N","post",395
"G10_T_02_I_1__pre","German",10,"target",2,"information",1,NA,"pre",201
"G10_T_02_I_2_Adj_lɪ","German",10,"target",2,"information",2,"Adj","lɪ",151
"G10_T_02_I_3_Adj_post","German",10,"target",2,"information",3,"Adj","post",148
"G10_T_02_I_4_Adj_pre","German",10,"target",2,"information",4,"Adj","pre",120
"G10_T_02_I_5_N_ga-","German",10,"target",2,"information",5,"N","ga-",242
"G10_T_02_I_6_N_post","German",10,"target",2,"information",6,"N","post",220
"G10_T_03_I_1__pre","German",10,"target",3,"information",1,NA,"pre",143
"G10_T_03_I_2_Adj_lɪ","German",10,"target",3,"information",2,"Adj","lɪ",173
"G10_T_03_I_3_Adj_post","German",10,"target",3,"information",3,"Adj","post",158
"G10_T_03_I_4_Adj_pre","German",10,"target",3,"information",4,"Adj","pre",191
"G10_T_03_I_5_N_ʃtɪft","German",10,"target",3,"information",5,"N","ʃtɪft",434
"G10_T_03_I_6__post","German",10,"target",3,"information",6,NA,"post",151
"G10_T_04_C_1__pre","German",10,"target",4,"contrastive",1,NA,"pre",389
"G10_T_04_C_2__-p-","German",10,"target",4,"contrastive",2,NA,"-p-",149
"G10_T_04_C_3_Adj_gry","German",10,"target",4,"contrastive",3,"Adj","gry",321
"G10_T_04_C_4_Adj_postpre","German",10,"target",4,"contrastive",4,"Adj","postpre",211
"G10_T_04_C_5_N_kɛɐ","German",10,"target",4,"contrastive",5,"N","kɛɐ",277
"G10_T_04_C_6_N_post","German",10,"target",4,"contrastive",6,"N","post",242
"G10_T_05_R_1__pre","German",10,"target",5,"corrective",1,NA,"pre",134
"G10_T_05_R_2_Adj_gry","German",10,"target",5,"corrective",2,"Adj","gry",201
"G10_T_05_R_3_Adj_postpre","German",10,"target",5,"corrective",3,"Adj","postpre",138
"G10_T_05_R_4_N_kɛɐ","German",10,"target",5,"corrective",4,"N","kɛɐ",203
"G10_T_05_R_5_N_post","German",10,"target",5,"corrective",5,"N","post",192
"G10_T_06_F_1__pre","German",10,"target",6,"filler",1,NA,"pre",121
"G10_T_06_F_2_Adj_lɪ","German",10,"target",6,"filler",2,"Adj","lɪ",241
"G10_T_06_F_3_Adj_post","German",10,"target",6,"filler",3,"Adj","post",137
"G10_T_06_F_5_N_pre","German",10,"target",6,"filler",5,"N","pre",124
"G10_T_06_F_6_N_di-","German",10,"target",6,"filler",6,"N","di-",128
"G10_T_06_F_7_N_post","German",10,"target",6,"filler",7,"N","post",186
"G10_T_07_I_1__pre","German",10,"target",7,"information",1,NA,"pre",650
"G10_T_07_I_2_Adj_lɪ","German",10,"target",7,"information",2,"Adj","lɪ",208
"G10_T_07_I_3_Adj_post","German",10,"target",7,"information",3,"Adj","post",131
"G10_T_07_I_4_Adj_pre","German",10,"target",7,"information",4,"Adj","pre",160
"G10_T_07_I_5_N_ro-","German",10,"target",7,"information",5,"N","ro-",272
"G10_T_07_I_6_N_post","German",10,"target",7,"information",6,"N","post",255
"G10_T_08_C_1__pre","German",10,"target",8,"contrastive",1,NA,"pre",173
"G10_T_08_C_2_Adj_gɛl","German",10,"target",8,"contrastive",2,"Adj","gɛl",316
"G10_T_08_C_3_Adj_postpre","German",10,"target",8,"contrastive",3,"Adj","postpre",136
"G10_T_08_C_4_N_brɪl","German",10,"target",8,"contrastive",4,"N","brɪl",247
"G10_T_08_C_5__post","German",10,"target",8,"contrastive",5,NA,"post",110
"G10_T_09_R_1__pre","German",10,"target",9,"corrective",1,NA,"pre",147
"G10_T_09_R_2_Adj_gɛl","German",10,"target",9,"corrective",2,"Adj","gɛl",277
"G10_T_09_R_3_Adj_postpre","German",10,"target",9,"corrective",3,"Adj","postpre",119
"G10_T_09_R_4_N_brɪl","German",10,"target",9,"corrective",4,"N","brɪl",216
"G10_T_09_R_5_N_post","German",10,"target",9,"corrective",5,"N","post",90
"G10_T_10_F_1__pre","German",10,"target",10,"filler",1,NA,"pre",157
"G10_T_10_F_2_Adj_lɪ","German",10,"target",10,"filler",2,"Adj","lɪ",142
"G10_T_10_F_3_Adj_postpre","German",10,"target",10,"filler",3,"Adj","postpre",164
"G10_T_10_F_4_N_va-","German",10,"target",10,"filler",4,"N","va-",289
"G10_T_10_F_5_N_post","German",10,"target",10,"filler",5,"N","post",126
"G10_T_11_C_1__pre","German",10,"target",11,"contrastive",1,NA,"pre",300
"G10_T_11_C_2__-p-","German",10,"target",11,"contrastive",2,NA,"-p-",152
"G10_T_11_C_3_Adj_gry","German",10,"target",11,"contrastive",3,"Adj","gry",320
"G10_T_11_C_4_Adj_postpre","German",10,"target",11,"contrastive",4,"Adj","postpre",95
"G10_T_11_C_5_N_jak","German",10,"target",11,"contrastive",5,"N","jak",193
"G10_T_11_C_6_N_post","German",10,"target",11,"contrastive",6,"N","post",127
"G10_T_12_R_1__pre","German",10,"target",12,"corrective",1,NA,"pre",115
"G10_T_12_R_2_Adj_gry","German",10,"target",12,"corrective",2,"Adj","gry",254
"G10_T_12_R_3_Adj_postpre","German",10,"target",12,"corrective",3,"Adj","postpre",80
"G10_T_12_R_4_N_jak","German",10,"target",12,"corrective",4,"N","jak",191
"G10_T_12_R_5_N_post","German",10,"target",12,"corrective",5,"N","post",101
"G10_T_13_I_1__pre","German",10,"target",13,"information",1,NA,"pre",220
"G10_T_13_I_2__lɪ","German",10,"target",13,"information",2,NA,"lɪ",119
"G10_T_13_I_3_Adj_postpre","German",10,"target",13,"information",3,"Adj","postpre",131
"G10_T_13_I_4_N_smart","German",10,"target",13,"information",4,"N","smart",379
"G10_T_13_I_5_N_post","German",10,"target",13,"information",5,"N","post",270
"G10_T_14_F_1__pre","German",10,"target",14,"filler",1,NA,"pre",378
"G10_T_14_F_2_Adj_lɪ","German",10,"target",14,"filler",2,"Adj","lɪ",141
"G10_T_14_F_3_Adj_postpre","German",10,"target",14,"filler",3,"Adj","postpre",198
"G10_T_14_F_4_N_aʊ","German",10,"target",14,"filler",4,"N","aʊ",163
"G10_T_14_F_5_N_post","German",10,"target",14,"filler",5,"N","post",373
"G10_T_15_C_1__pre","German",10,"target",15,"contrastive",1,NA,"pre",353
"G10_T_15_C_2__-p-","German",10,"target",15,"contrastive",2,NA,"-p-",213
"G10_T_15_C_3_Adj_gry","German",10,"target",15,"contrastive",3,"Adj","gry",292
"G10_T_15_C_4_Adj_postpre","German",10,"target",15,"contrastive",4,"Adj","postpre",113
"G10_T_15_C_5_N_lœf","German",10,"target",15,"contrastive",5,"N","lœf",135
"G10_T_15_C_6_N_post","German",10,"target",15,"contrastive",6,"N","post",110
"G10_T_16_R_1__pre","German",10,"target",16,"corrective",1,NA,"pre",224
"G10_T_16_R_2_Adj_gry","German",10,"target",16,"corrective",2,"Adj","gry",295
"G10_T_16_R_3_Adj_postpre","German",10,"target",16,"corrective",3,"Adj","postpre",190
"G10_T_16_R_4_N_lœf","German",10,"target",16,"corrective",4,"N","lœf",211
"G10_T_16_R_5_N_post","German",10,"target",16,"corrective",5,"N","post",250
"G10_T_17_I_1_Adj_pre","German",10,"target",17,"information",1,"Adj","pre",122
"G10_T_17_I_2_Adj_roʒ","German",10,"target",17,"information",2,"Adj","roʒ",326
"G10_T_17_I_3_Adj_postpre","German",10,"target",17,"information",3,"Adj","postpre",221
"G10_T_17_I_4_N_ba-s","German",10,"target",17,"information",4,"N","ba-s",265
"G10_T_17_I_5_N_post","German",10,"target",17,"information",5,"N","post",106
"G10_T_18_C_1__pre","German",10,"target",18,"contrastive",1,NA,"pre",418
"G10_T_18_C_2__-p-","German",10,"target",18,"contrastive",2,NA,"-p-",247
"G10_T_18_C_3_Adj_gɛl","German",10,"target",18,"contrastive",3,"Adj","gɛl",303
"G10_T_18_C_4_Adj_postpre","German",10,"target",18,"contrastive",4,"Adj","postpre",150
"G10_T_18_C_5_N_gly","German",10,"target",18,"contrastive",5,"N","gly",299
"G10_T_18_C_6_N_post","German",10,"target",18,"contrastive",6,"N","post",194
"G10_T_19_R_1__pre","German",10,"target",19,"corrective",1,NA,"pre",165
"G10_T_19_R_2_Adj_gɛl","German",10,"target",19,"corrective",2,"Adj","gɛl",230
"G10_T_19_R_3_Adj_postpre","German",10,"target",19,"corrective",3,"Adj","postpre",132
"G10_T_19_R_4_N_gly","German",10,"target",19,"corrective",4,"N","gly",220
"G10_T_19_R_5_N_post","German",10,"target",19,"corrective",5,"N","post",165
"G10_T_20_F_1__pre","German",10,"target",20,"filler",1,NA,"pre",424
"G10_T_20_F_2_Adj_gry","German",10,"target",20,"filler",2,"Adj","gry",249
"G10_T_20_F_3_Adj_postpre","German",10,"target",20,"filler",3,"Adj","postpre",99
"G10_T_20_F_4_N_ʃtu-l","German",10,"target",20,"filler",4,"N","ʃtu-l",387
"G10_T_20_F_5__post","German",10,"target",20,"filler",5,NA,"post",210
"G10_T_21_C_1__pre","German",10,"target",21,"contrastive",1,NA,"pre",414
"G10_T_21_C_2_Adj_lɪ","German",10,"target",21,"contrastive",2,"Adj","lɪ",230
"G10_T_21_C_3_Adj_post","German",10,"target",21,"contrastive",3,"Adj","post",142
"G10_T_21_C_4_Adj_pre","German",10,"target",21,"contrastive",4,"Adj","pre",193
"G10_T_21_C_5_N_be-","German",10,"target",21,"contrastive",5,"N","be-",264
"G10_T_21_C_6_N_post","German",10,"target",21,"contrastive",6,"N","post",198
"G10_T_22_R_1__pre","German",10,"target",22,"corrective",1,NA,"pre",265
"G10_T_22_R_2_Adj_lɪ","German",10,"target",22,"corrective",2,"Adj","lɪ",235
"G10_T_22_R_3_Adj_post","German",10,"target",22,"corrective",3,"Adj","post",143
"G10_T_22_R_4_Adj_pre","German",10,"target",22,"corrective",4,"Adj","pre",145
"G10_T_22_R_5_N_be-","German",10,"target",22,"corrective",5,"N","be-",238
"G10_T_22_R_6_N_post","German",10,"target",22,"corrective",6,"N","post",153
"G10_T_23_I_1__pre","German",10,"target",23,"information",1,NA,"pre",315
"G10_T_23_I_2_Adj_lɪ","German",10,"target",23,"information",2,"Adj","lɪ",246
"G10_T_23_I_3_Adj_postpre","German",10,"target",23,"information",3,"Adj","postpre",173
"G10_T_23_I_4_N_mɪ","German",10,"target",23,"information",4,"N","mɪ",147
"G10_T_23_I_5_N_post","German",10,"target",23,"information",5,"N","post",169
"G10_T_24_F_1__pre","German",10,"target",24,"filler",1,NA,"pre",405
"G10_T_24_F_2__-p-","German",10,"target",24,"filler",2,NA,"-p-",99
"G10_T_24_F_3_Adj_gɛl","German",10,"target",24,"filler",3,"Adj","gɛl",253
"G10_T_24_F_4_Adj_postpre","German",10,"target",24,"filler",4,"Adj","postpre",91
"G10_T_24_F_5_N_fla","German",10,"target",24,"filler",5,"N","fla",259
"G10_T_24_F_6_N_post","German",10,"target",24,"filler",6,"N","post",400
"G10_T_25_C_1__pre","German",10,"target",25,"contrastive",1,NA,"pre",464
"G10_T_25_C_2_Adj_lɪ","German",10,"target",25,"contrastive",2,"Adj","lɪ",266
"G10_T_25_C_3_Adj_post","German",10,"target",25,"contrastive",3,"Adj","post",145
"G10_T_25_C_4_Adj_pre","German",10,"target",25,"contrastive",4,"Adj","pre",121
"G10_T_25_C_5_N_ruk","German",10,"target",25,"contrastive",5,"N","ruk",224
"G10_T_25_C_6_N_post","German",10,"target",25,"contrastive",6,"N","post",422
"G10_T_26_R_1__pre","German",10,"target",26,"corrective",1,NA,"pre",280
"G10_T_26_R_2_Adj_lɪ","German",10,"target",26,"corrective",2,"Adj","lɪ",97
"G10_T_26_R_3_Adj_post","German",10,"target",26,"corrective",3,"Adj","post",132
"G10_T_26_R_4_Adj_pre","German",10,"target",26,"corrective",4,"Adj","pre",86
"G10_T_26_R_5_N_ruk","German",10,"target",26,"corrective",5,"N","ruk",137
"G10_T_26_R_6_N_post","German",10,"target",26,"corrective",6,"N","post",334
"G10_T_27_I_1_Adj_pre","German",10,"target",27,"information",1,"Adj","pre",102
"G10_T_27_I_2_Adj_roʒ","German",10,"target",27,"information",2,"Adj","roʒ",329
"G10_T_27_I_3_Adj_postpre","German",10,"target",27,"information",3,"Adj","postpre",144
"G10_T_27_I_4_N_dek","German",10,"target",27,"information",4,"N","dek",218
"G10_T_27_I_5_N_post","German",10,"target",27,"information",5,"N","post",357
"G10_T_28_F_1__pre","German",10,"target",28,"filler",1,NA,"pre",354
"G10_T_28_F_2_Adj_gɛl","German",10,"target",28,"filler",2,"Adj","gɛl",213
"G10_T_28_F_3_Adj_postpre","German",10,"target",28,"filler",3,"Adj","postpre",93
"G10_T_28_F_4_N_fa-r","German",10,"target",28,"filler",4,"N","fa-r",277
"G10_T_28_F_5_N_post","German",10,"target",28,"filler",5,"N","post",203
"G10_T_29_B_1__pre","German",10,"target",29,"background",1,NA,"pre",296
"G10_T_29_B_2__gry","German",10,"target",29,"background",2,NA,"gry",199
"G10_T_29_B_3_Adj_post","German",10,"target",29,"background",3,"Adj","post",133
"G10_T_29_B_5_N_pre","German",10,"target",29,"background",5,"N","pre",181
"G10_T_29_B_6_N_pflan","German",10,"target",29,"background",6,"N","pflan",323
"G10_T_29_B_7_N_post","German",10,"target",29,"background",7,"N","post",409
"G10_T_30_B_1__pre","German",10,"target",30,"background",1,NA,"pre",527
"G10_T_30_B_2__-p-","German",10,"target",30,"background",2,NA,"-p-",115
"G10_T_30_B_3_Adj_gɛl","German",10,"target",30,"background",3,"Adj","gɛl",241
"G10_T_30_B_4_Adj_postpre","German",10,"target",30,"background",4,"Adj","postpre",108
"G10_T_30_B_5_N_blu-","German",10,"target",30,"background",5,"N","blu-",279
"G10_T_30_B_6_N_post","German",10,"target",30,"background",6,"N","post",173
"G10_T_31_B_1__pre","German",10,"target",31,"background",1,NA,"pre",405
"G10_T_31_B_2__-p-","German",10,"target",31,"background",2,NA,"-p-",92
"G10_T_31_B_3_Adj_braʊ","German",10,"target",31,"background",3,"Adj","braʊ",364
"G10_T_31_B_4_Adj_post","German",10,"target",31,"background",4,"Adj","post",112
"G10_T_31_B_5_N_pre","German",10,"target",31,"background",5,"N","pre",118
"G10_T_31_B_6_N_tar","German",10,"target",31,"background",6,"N","tar",267
"G10_T_31_B_7_N_post","German",10,"target",31,"background",7,"N","post",293
"G10_T_32_B_1__pre","German",10,"target",32,"background",1,NA,"pre",426
"G10_T_32_B_2__-p-","German",10,"target",32,"background",2,NA,"-p-",132
"G10_T_32_B_3_Adj_gɛl","German",10,"target",32,"background",3,"Adj","gɛl",269
"G10_T_32_B_4_Adj_postpre","German",10,"target",32,"background",4,"Adj","postpre",70
"G10_T_32_B_5_N_far","German",10,"target",32,"background",5,"N","far",493
"G10_T_32_B_6_N_post","German",10,"target",32,"background",6,"N","post",331
"G10_T_33_B_1__pre","German",10,"target",33,"background",1,NA,"pre",383
"G10_T_33_B_2_Adj_lɪ","German",10,"target",33,"background",2,"Adj","lɪ",251
"G10_T_33_B_3_Adj_post","German",10,"target",33,"background",3,"Adj","post",132
"G10_T_33_B_4_Adj_pre","German",10,"target",33,"background",4,"Adj","pre",159
"G10_T_33_B_5_N_fly","German",10,"target",33,"background",5,"N","fly",307
"G10_T_33_B_6_N_post","German",10,"target",33,"background",6,"N","post",442
"G10_T_34_B_1_Adj_pre","German",10,"target",34,"background",1,"Adj","pre",270
"G10_T_34_B_2_Adj_ro-","German",10,"target",34,"background",2,"Adj","ro-",387
"G10_T_34_B_3_Adj_post","German",10,"target",34,"background",3,"Adj","post",216
"G10_T_34_B_4_Adj_pre","German",10,"target",34,"background",4,"Adj","pre",483
"G10_T_34_B_5_N_na-","German",10,"target",34,"background",5,"N","na-",405
"G10_T_34_B_6_N_post","German",10,"target",34,"background",6,"N","post",528
"G10_T_35_B_1_Adj_pre","German",10,"target",35,"background",1,"Adj","pre",151
"G10_T_35_B_2_Adj_ro-","German",10,"target",35,"background",2,"Adj","ro-",259
"G10_T_35_B_3_Adj_post","German",10,"target",35,"background",3,"Adj","post",110
"G10_T_35_B_4_Adj_pre","German",10,"target",35,"background",4,"Adj","pre",130
"G10_T_35_B_5_N_pfan","German",10,"target",35,"background",5,"N","pfan",313
"G10_T_35_B_6_N_post","German",10,"target",35,"background",6,"N","post",365
"G11_T_01_F_1__Pre","German",11,"target",1,"filler",1,NA,"Pre",157
"G11_T_01_F_2_Adj_gry","German",11,"target",1,"filler",2,"Adj","gry",217
"G11_T_01_F_3_Adj_PostPre","German",11,"target",1,"filler",3,"Adj","PostPre",165
"G11_T_01_F_4_N_kɔf","German",11,"target",1,"filler",4,"N","kɔf",230
"G11_T_01_F_5_N_Post","German",11,"target",1,"filler",5,"N","Post",198
"G11_T_02_I_1__Pre","German",11,"target",2,"information",1,NA,"Pre",139
"G11_T_02_I_2_Adj_lɪ","German",11,"target",2,"information",2,"Adj","lɪ",160
"G11_T_02_I_3_Adj_Post","German",11,"target",2,"information",3,"Adj","Post",171
"G11_T_02_I_4_Adj_Pre","German",11,"target",2,"information",4,"Adj","Pre",126
"G11_T_02_I_5_N_ga-","German",11,"target",2,"information",5,"N","ga-",175
"G11_T_02_I_6_N_Post","German",11,"target",2,"information",6,"N","Post",161
"G11_T_03_I_1__Pre","German",11,"target",3,"information",1,NA,"Pre",142
"G11_T_03_I_2_Adj_lɪ","German",11,"target",3,"information",2,"Adj","lɪ",191
"G11_T_03_I_3_Adj_Post","German",11,"target",3,"information",3,"Adj","Post",129
"G11_T_03_I_4_Adj_Pre","German",11,"target",3,"information",4,"Adj","Pre",113
"G11_T_03_I_5_N_ʃtɪft","German",11,"target",3,"information",5,"N","ʃtɪft",315
"G11_T_03_I_6__Post","German",11,"target",3,"information",6,NA,"Post",210
"G11_T_04_C_1__Pre","German",11,"target",4,"contrastive",1,NA,"Pre",869
"G11_T_04_C_2_Adj_blaʊ","German",11,"target",4,"contrastive",2,"Adj","blaʊ",292
"G11_T_04_C_3_Adj_PostPre","German",11,"target",4,"contrastive",3,"Adj","PostPre",136
"G11_T_04_C_4_N_kɛɐ","German",11,"target",4,"contrastive",4,"N","kɛɐ",257
"G11_T_04_C_5_N_Post","German",11,"target",4,"contrastive",5,"N","Post",169
"G11_T_05_R_1__Pre","German",11,"target",5,"corrective",1,NA,"Pre",172
"G11_T_05_R_2_Adj_gry","German",11,"target",5,"corrective",2,"Adj","gry",176
"G11_T_05_R_3_Adj_PostPre","German",11,"target",5,"corrective",3,"Adj","PostPre",152
"G11_T_05_R_4_N_kɛɐ","German",11,"target",5,"corrective",4,"N","kɛɐ",209
"G11_T_05_R_5_N_Post","German",11,"target",5,"corrective",5,"N","Post",341
"G11_T_06_F_1__Pre","German",11,"target",6,"filler",1,NA,"Pre",131
"G11_T_06_F_2_Adj_lɪ","German",11,"target",6,"filler",2,"Adj","lɪ",118
"G11_T_06_F_3_Adj_Post","German",11,"target",6,"filler",3,"Adj","Post",163
"G11_T_06_F_5_N_Pre","German",11,"target",6,"filler",5,"N","Pre",101
"G11_T_06_F_6_N_di-r","German",11,"target",6,"filler",6,"N","di-r",236
"G11_T_06_F_7_N_Post","German",11,"target",6,"filler",7,"N","Post",167
"G11_T_07_I_1__Pre","German",11,"target",7,"information",1,NA,"Pre",157
"G11_T_07_I_2_Adj_lɪ","German",11,"target",7,"information",2,"Adj","lɪ",142
"G11_T_07_I_3_Adj_Post","German",11,"target",7,"information",3,"Adj","Post",156
"G11_T_07_I_4_Adj_Pre","German",11,"target",7,"information",4,"Adj","Pre",169
"G11_T_07_I_5_N_ro-","German",11,"target",7,"information",5,"N","ro-",175
"G11_T_07_I_6_N_Post","German",11,"target",7,"information",6,"N","Post",174
"G11_T_08_C_1__Pre","German",11,"target",8,"contrastive",1,NA,"Pre",132
"G11_T_08_C_2_Adj_gɛl","German",11,"target",8,"contrastive",2,"Adj","gɛl",178
"G11_T_08_C_3_Adj_PostPre","German",11,"target",8,"contrastive",3,"Adj","PostPre",134
"G11_T_08_C_4_N_brɪl","German",11,"target",8,"contrastive",4,"N","brɪl",210
"G11_T_08_C_5_N_Post","German",11,"target",8,"contrastive",5,"N","Post",80
"G11_T_09_R_1__pre","German",11,"target",9,"corrective",1,NA,"pre",147
"G11_T_09_R_2_N_an","German",11,"target",9,"corrective",2,"N","an",190
"G11_T_09_R_3_N_Post","German",11,"target",9,"corrective",3,"N","Post",104
"G11_T_10_F_1__Pre","German",11,"target",10,"filler",1,NA,"Pre",191
"G11_T_10_F_2_Adj_lɪ","German",11,"target",10,"filler",2,"Adj","lɪ",240
"G11_T_10_F_3_Adj_Post","German",11,"target",10,"filler",3,"Adj","Post",170
"G11_T_10_F_4_Adj_Pre","German",11,"target",10,"filler",4,"Adj","Pre",161
