"fileName","language","participant","itemType","itemNum","focus","annotationNum","annotationNumTarget","word","syllText","syllTextPre","syllTextPost","percProm","duration","duration_noSilence","ampl_median","ampl_sd","ampl_noSilence_median","ampl_noSilence_sd","env_slope","pitch_median_norm","pitch_sd_norm","f0_slope_norm","CPP_median","CPP_sd","flux_median","flux_sd","novelty_median","novelty_sd","specCentroid_median","specCentroid_sd","entropy_median","entropy_sd","entropySh_median","entropySh_sd","HNR_median","HNR_sd","amEnvDep_median","amEnvDep_sd","fmDep_median","fmDep_sd","durationPre","duration_noSilencePre","ampl_medianPre","ampl_sdPre","ampl_noSilence_medianPre","ampl_noSilence_sdPre","env_slopePre","pitch_median_normPre","pitch_sd_normPre","f0_slope_normPre","CPP_medianPre","CPP_sdPre","flux_medianPre","flux_sdPre","novelty_medianPre","novelty_sdPre","specCentroid_medianPre","specCentroid_sdPre","entropy_medianPre","entropy_sdPre","entropySh_medianPre","entropySh_sdPre","HNR_medianPre","HNR_sdPre","amEnvDep_medianPre","amEnvDep_sdPre","fmDep_medianPre","fmDep_sdPre","durationPost","duration_noSilencePost","ampl_medianPost","ampl_sdPost","ampl_noSilence_medianPost","ampl_noSilence_sdPost","env_slopePost","pitch_median_normPost","pitch_sd_normPost","f0_slope_normPost","CPP_medianPost","CPP_sdPost","flux_medianPost","flux_sdPost","novelty_medianPost","novelty_sdPost","specCentroid_medianPost","specCentroid_sdPost","entropy_medianPost","entropy_sdPost","entropySh_medianPost","entropySh_sdPost","HNR_medianPost","HNR_sdPost","amEnvDep_medianPost","amEnvDep_sdPost","fmDep_medianPost","fmDep_sdPost"
"G01_T_01_F_3_Adj_gʁy-_3","German",1,"target",1,"filler",3,4,"A","gʁy-","pre","postpre","3",0.401,0.345,0.0364738797141705,0.0538020946329049,0.053833420683542,0.0528059660614994,0.00054807385596265,-0.00504893137689492,0.339082580091766,0.742784941503271,10.2655740219141,2.53379605992634,0.0117877291383676,0.119668823300355,0.0801127947877633,0.162381458207517,241.246913225086,22.0774417221482,0.562967974197954,0.141509923655977,0.847310057018724,0.079434180713809,9.67129423201233,3.05424501500549,0.364864677434628,0.0868272308397173,1.00311622888846,0.587338563010472,0.254,0.245,0.0192790499547529,0.00422298852364333,0.0192790499547529,0.00422298852364333,-7.35143035044555e-05,0.448111916427066,2.31700659529397,-0.0295967565264264,4.96175264894256,1.81818177082158,0.0190712380712489,0.0452369448942906,0.0937755134889551,0.16495406702275,290.663452975314,19.5191956957874,0.46721438623714,0.0973879096517641,0.826256627234973,0.0379639776751484,6.27863247439341,2.02969483943972,0.351031702645956,0.0148088307226174,3.10997460553049,0.0127256802180121,0.256,0.255,0.0637991416640778,0.0279645994672843,0.0637991416640778,0.0279645994672843,-0.00055873969732766,-0.342465244435293,1.22079386651771,-0.520418861071103,8.79985539373205,2.06397405499893,0.0816819001084925,0.114457831359028,0.0456072923068662,0.159511666759345,272.424081995261,26.510971739346,0.51837446161694,0.0873773171717971,0.86295631799691,0.0564275673027134,7.92016934788841,3.14266180146384,0.297317753182002,0.0127206001387166,0.90451590738807,0.208574582249452
"G01_T_01_F_5_N_kɔf_1","German",1,"target",1,"filler",5,6,"N","kɔf","postpre","post","1",0.181,0.175,0.0255613347826267,0.0129706999755106,0.0255613347826267,0.0129706999755106,2.59299355579781e-05,0.519718625111102,-0.823335495042908,-1.3122181263069,10.2655740219141,2.68571553606535,1.50524389719298e-06,0.258198050102128,0.0879333422329847,0.156902026085754,267.67987974497,30.1765034675219,0.62210235811833,0.109252115792149,0.893781322196756,0.0527209833170922,5.94907543410586,1.05469180732865,0.997181451459551,0.00173968910606158,2.30783918984206,0.531554512517038,0.256,0.255,0.0637991416640778,0.0279645994672843,0.0637991416640778,0.0279645994672843,-0.00055873969732766,-0.342465244435293,1.22079386651771,-0.520418861071103,8.79985539373205,2.06397405499893,0.0816819001084925,0.114457831359028,0.0456072923068662,0.159511666759345,272.424081995261,26.510971739346,0.51837446161694,0.0873773171717971,0.86295631799691,0.0564275673027134,7.92016934788841,3.14266180146384,0.297317753182002,0.0127206001387166,0.90451590738807,0.208574582249452,0.3,0.215,0.00799852419869631,0.00813266100787949,0.0140176712143546,0.00759173462508338,-9.34287169298142e-05,-1.01937258611446,-0.758096682620023,-1.43456303371406,6.79595091708046,2.07042531152336,5.94055418745576e-07,0.192438237271441,0.116669121590012,0.194830087419375,276.275888668224,44.4304044243723,0.625977194842196,0.144657958962029,0.876767718335081,0.0660535211561138,4.17173739916287,4.97686811409165,0.16920391597945,0.0322715554599054,0.694784436719594,0
"G01_T_02_I_2_Adj_li-_2","German",1,"target",2,"information",2,3,"A","li-","pre","post","2",0.17,0.165,0.0358275685857823,0.0364317454657276,0.0358275685857823,0.0364317454657276,0.00065356961598988,0.228203834753817,0.226358999664588,1.82407405741431,8.61181095851478,1.55381365258909,0.00917763117595627,0.0617241008656741,0.243333033323641,0.198268867436149,226.129567766886,18.3733191205879,0.519469996572418,0.154484024812281,0.821034570466835,0.0885783410538113,10.8689031971229,3.29403855065698,1,0,0.248210076763607,0.127068395416353,0.206,0.205,0.033810398670305,0.00511245203604131,0.033810398670305,0.00511245203604131,-7.27656956410437e-05,0.255263391648474,-0.796679823195954,-0.0698356633953719,7.3566979533363,1.78132150141991,0.0683165040178817,0.268505678913719,0.0941340540270474,0.166605704482682,292.355270706369,26.9867254516301,0.570654742299935,0.0522163204281437,0.863321910687987,0.0255843509628513,6.9965495439829,1.87874953216465,1,0.0268766465269665,0.112629102847301,0,0.138,0.135,0.0887059746014744,0.0166564644426648,0.0887059746014744,0.0166564644426648,-0.00023244645855986,0.122711159467587,-0.399452274341476,-1.34076857960308,11.4807502817472,1.26624693272496,0.0213614087046998,0.0574830294650274,0.136617595822302,0.207935581947884,318.221337817128,34.5989234125514,0.403440469958133,0.0852163235284742,0.811654109291714,0.0414758428585198,6.77273638013971,3.48116570362144,1,0,0.286931219285329,0.185691012183688
"G01_T_02_I_5_N_gaː_1","German",1,"target",2,"information",5,6,"N","gaː","pre","post","1",0.26,0.255,0.0443760461245602,0.0103166944893291,0.0443760461245602,0.0103166944893291,-2.97230879293214e-05,1.44158969422544,0.952779031315195,0.0540274912524273,10.0442350949409,2.15020898966888,1.09143613036267e-06,0.448850706015524,0.185049302792997,0.170096718759625,287.943553397066,24.5868257403713,0.647800670286162,0.0665884985837363,0.909948390530701,0.0175919563560113,5.12979542735833,0.948950758421984,0.302609287634035,0.0524685578630949,2.30783918984206,0.531554512517038,0.125,0.115,0.0598172885231626,0.0154996579861269,0.0598172885231626,0.0154996579861269,-0.00024825457038824,-1.07113982420877,4.09200467793756,-1.8704880021616,6.13677343286994,0.728218258052702,0.379537766688871,0.165739317441375,0.0757028992734675,0.147088057231229,302.930587713761,13.701094481983,0.541383690691623,0.0402075096114296,0.889697312999073,0.0106815380132989,3.93754206624216,6.49441582682903,0.992557853170156,0.0502306626907372,0.0309373614892791,0.608826563877796,0.287,0.265,0.00899568485411432,0.00941393348265929,0.0107636260914816,0.00921263301855007,-0.00013711903950176,-1.13265998046689,-0.778581843071301,3.91377496850504,6.69919079570005,0.684527841851951,1.80117099524146e-06,0.429233337665321,0.132462559558274,0.174107416107539,308.068570676858,33.055197755714,0.464738610756198,0.0873436933500357,0.842684774751404,0.0464450238757143,9.71288617840204,4.7563340141101,0.224314055041013,0.0214201065967198,3.84278744079843,0
"G01_T_03_I_3_Adj_liː_2","German",1,"target",3,"information",3,4,"A","liː","pre","post","2",0.308,0.295,0.0214598478427561,0.0125231660623189,0.0221603340857063,0.0121464195245426,0.00017371555283785,-0.224722773742527,0.649131322140962,0.606389922924743,7.97405874938189,1.09932759196836,0.0120864825392127,0.0528615290873913,0.121670472849316,0.150598302105778,217.262264091364,14.5447448461156,0.525033189845213,0.11257669056784,0.813791123476842,0.05367751759901,7.49354570796567,2.90871959300116,0.31483867659401,0.0562875408340555,1.06059527145095,0.60865522497047,0.209,0.205,0.041164422560168,0.0134675821911661,0.041164422560168,0.0134675821911661,-0.00019784545868909,0.395164973478766,-0.738271569405242,-0.0642040336442721,6.13677343286994,1.5403283988756,0.0290190158281718,0.0501165014338644,0.0950645798646946,0.129568964491281,245.207381677506,21.7732780459971,0.480309157608726,0.08162400128051,0.804864675658101,0.0458867637503237,9.28722805836224,3.47613291152361,0.637707034448482,0.0898237630406599,0.202626468821435,0,0.133,0.125,0.0474331145825183,0.00335259236772194,0.0474331145825183,0.00335259236772194,5.33205885956438e-05,-0.924279285974637,-0.640721566623614,-0.399068910314966,11.2014856074629,1.55143765439454,0.00868093439143308,0.0552527480961073,0.228627630640506,0.153548220820395,271.063431285564,24.1711899957785,0.596920663412912,0.0571655282439196,0.876736420239753,0.0308669541736391,5.98843512680199,3.85045198048017,1,0,0.344706179870528,0
"G01_T_03_I_7_N_ʃtɪft_1","German",1,"target",3,"information",7,8,"N","ʃtɪft","pre",NA,"1",0.432,0.405,0.00900441444125369,0.00771212603650491,0.00976036542826884,0.00758810897015549,-4.19092482329034e-05,-0.360773231249344,-0.515639083468004,2.3556886709861,8.37853512093261,1.50111736763439,0.0461787203215798,0.118276586785786,0.129813306788602,0.17943288597925,285.568475816522,28.9333763435637,0.559355389886279,0.100154933082033,0.87992774777108,0.0310061254088272,5.12921508737295,1.48519603673487,0.266637316421717,0.00944314434901469,0.0263152190838479,0.00292342888070155,0.143,0.135,0.0266500324191778,0.00351858804850502,0.0266500324191778,0.00351858804850502,-0.00067180644761435,0.25952189873874,-0.733443681774559,0.538352649195996,7.1493084474718,0.895612850298163,0.00237160306673811,0.00340970223572916,0.193590665171256,0.138955846701913,267.716285242581,15.488698054049,0.528501602722246,0.0586919450112314,0.84565212375343,0.030082419153705,5.42113359822623,1.08900822783109,1,0,0.0687694764993668,0.0255860991821003,0.39,0.365,0.00799852419869631,0.00605885762868026,0.00710254795657332,0.00570366263237632,-0.00012481355705139,-0.924279285974637,-0.805910048144332,-0.4554550148789,10.6839933931953,0.868241026710885,1.41149690824349e-07,0.019676557456328,0.182361084563892,0.134913963801393,321.52283304038,41.6767972069863,0.618530451565222,0.0411113610272264,0.801045119713384,0.0663526014943561,4.16897511637747,1.61301365113632,0.174774465186473,0.0892515211010241,0.90451590738807,0.74369372062404
"G01_T_04_C_2_Adj_gʁy_","German",1,"target",4,"contrastive",2,3,"A","gʁy","pre","postpre","2",0.446,0.445,0.019762876375841,0.0127666565112716,0.019762876375841,0.0127666565112716,9.61045579814836e-05,-1.18120353531735,0.193868935384542,0.364727594315877,7.77206905670397,2.05656909910362,0.0315375863924864,0.143168790905137,0.136451578834136,0.181900385434907,233.136046192202,28.7304086861307,0.535070027175694,0.0873506948544643,0.859267424730145,0.0318616797735356,6.84673898901503,3.39223369250401,0.303341749141524,0.0330568241594381,0.849909354078777,0.525157799796567,0.168,0.165,0.0112960709403796,0.0046714925875488,0.0112960709403796,0.0046714925875488,-7.45414692015594e-05,0.123739528861076,-0.289490037256684,-1.8704880021616,5.76833634268726,2.06365896796544,0.101680967958519,0.17405048566914,0.0829644616521638,0.15944476113171,233.110730692197,19.3939934689435,0.477690249111733,0.0968803889614546,0.823747172223826,0.0434207808647287,5.9192042272905,1.03040871994384,1,0.108759967117524,0.163407045892068,0.0469639142447989,0.17,0.165,0.0391753098964159,0.0094392337766954,0.0391753098964159,0.0094392337766954,-0.00017835337388169,-0.275189737790993,-0.259640615295337,-0.4554550148789,7.51126514816234,1.2352066948833,0.0287676636893263,0.111134164788562,0.142090450699923,0.214019671526075,269.268272442982,20.9520235382321,0.528882745285889,0.0731207652257694,0.858719442086881,0.0367995264580072,8.50409535959277,2.30213788371827,1,0,0.193051364662692,0.0924275570043738
"G01_T_04_C_4_N_kɛɐ_2","German",1,"target",4,"contrastive",4,5,"N","kɛɐ","postpre","post","2",0.28,0.275,0.0302244395531358,0.0158441132109565,0.030814882889373,0.0151500180397239,0.00012659018978321,-1.06628269919584,-0.810492961885331,0.483141512035626,11.0298098125057,1.98474640043837,0.0395726118680575,0.152666871814809,0.124455624568079,0.172317443662388,294.525161716714,38.346385322623,0.541086375600189,0.072487662684222,0.872798444010645,0.0245499936419783,4.97791337917782,2.29501717435301,0.451109261006877,0.111893690122751,0.0510176629450893,0.00325371081203121,0.17,0.165,0.0391753098964159,0.0094392337766954,0.0391753098964159,0.0094392337766954,-0.00017835337388169,-0.275189737790993,-0.259640615295337,-0.4554550148789,7.51126514816234,1.2352066948833,0.0287676636893263,0.111134164788562,0.142090450699923,0.214019671526075,269.268272442982,20.9520235382321,0.528882745285889,0.0731207652257694,0.858719442086881,0.0367995264580072,8.50409535959277,2.30213788371827,1,0,0.193051364662692,0.0924275570043738,0.177,0.175,0.0237711645299806,0.00634850773556102,0.0237711645299806,0.00634850773556102,-7.50185503896783e-06,0.450504381370457,2.08984047796992,0.538352649195996,6.79595091708046,0.0424705234059232,4.02980609814918e-06,0.487562241803782,0.0970455996896579,0.158424287541503,294.977122007741,22.5539187993787,0.563868159645544,0.0483902813691758,0.888344362197527,0.0271720105870276,10.2917644952812,4.97686811409165,1,0,0.06630211400478,0.142712607355741
"G01_T_05_R_2_Adj_gʁyn_2","German",1,"target",5,"corrective",2,3,"A","gʁyn","pre","postpre","2",0.443,0.435,0.0265663794625425,0.0214066300900579,0.0403953775763597,0.0187478989129134,0.0001706481664692,-1.1735958844094,-0.592988561500043,0.0159741693297874,7.4287145114929,1.24782501271001,0.00687734998804834,0.0474996489531469,0.173177424262873,0.198963590544071,210.155986475177,25.8985655293787,0.519705002030592,0.0840886989914605,0.840020595206909,0.0334143914589868,11.8276917209276,4.80121110369634,0.353049458892814,0.0595338206716282,0.5511257396548,0,0.436,0.435,0.00707772693074441,0.00432266207269815,0.00923331997654998,0.00397044314775519,-2.58103109263375e-05,-1.20917110942377,-0.0957257220984896,0.0596574095875754,6.13677343286994,0.288670835936859,2.56701255210157e-05,0.159808791679238,0.11676366383129,0.211337767516907,321.293014414951,48.7335311598693,0.549895575672516,0.134006550480049,0.85583654145086,0.0734244525929143,10.2917644952812,0.193607754923554,0.219049412897296,0.0037616656715065,3.25524537699945,0.74369372062404,0.123,0.115,0.0198809949987316,0.00309150981537567,0.0198809949987316,0.00309150981537567,0.00013446207963419,-0.345767189041943,-0.775434621902549,-2.18054442576343,6.97823632526508,2.06194654847928,8.75660027599423e-07,0.333326630309577,0.126242764660634,0.155240353399896,216.810952771452,17.8842026351973,0.519764949783441,0.0589333988044693,0.845805240783661,0.0362469893242925,4.15221320509931,4.7563340141101,0.98155861579973,0.0137453962236649,0.06630211400478,0.74369372062404
"G01_T_05_R_4_N_kɛʁ_1","German",1,"target",5,"corrective",4,5,"N","kɛʁ","postpre","post","1",0.263,0.255,0.00904761914288011,0.0030079431087779,0.00904761914288011,0.0030079431087779,7.49176254758159e-07,4.43800113727681,0.649131322140962,2.3556886709861,10.2655740219141,0.778238466769743,9.64373099709981e-07,0.288075368648858,0.129019668401854,0.159307535609803,269.509023875614,30.9608719099829,0.597848354457008,0.0781578611457767,0.891336710628276,0.0350949255747104,4.8548368809292,0.894852131244412,0.274610677122502,0.0275017248373217,1.92343922957986,0.531554512517038,0.123,0.115,0.0198809949987316,0.00309150981537567,0.0198809949987316,0.00309150981537567,-0.00052914970326886,-1.18509570524966,-0.812005688644107,-0.4554550148789,4.96175264894256,0.728218258052702,8.75660027599423e-07,0.333326630309577,0.126242764660634,0.155240353399896,216.810952771452,17.8842026351973,0.519764949783441,0.0589333988044693,0.845805240783661,0.0362469893242925,4.15221320509931,4.48846242218927,0.98155861579973,0.0137453962236649,0.0229041956975635,0,0.283,0.275,0.00891800506507409,0.00635701542010614,0.00891800506507409,0.00635701542010614,-4.14123195565104e-05,1.16333798643808,1.22079386651771,0.754153050042099,6.79595091708046,2.35113314613281,4.84798998323654e-06,0.373979511677999,0.0999492980624777,0.159580329776642,346.475779207679,35.9161101076319,0.511766470878983,0.110034521888696,0.850086263372607,0.0638544416435284,4.16897511637747,0.0378638369653058,0.354131807945421,0.0877150750177076,2.03101096927128,0.846972592185356
