"fileName","language","participant","itemType","itemNum","focus","annotationNum","word","syllText","percProm","duration","duration_noSilence","ampl_median","ampl_noSilence_median","env_slope","pitch_median","pitch_median_norm","pitch_sd","pitch_sd_norm","f0_slope","f0_slope_norm","f1_freq_median","f1_freq_median_norm","f2_freq_median","f2_freq_median_norm","specCentroid_median","entropy_median","HNR_median","amEnvDep_median","fmDep_median","annotationNumTarget","syllTextPre","durationPre","duration_noSilencePre","ampl_medianPre","ampl_noSilence_medianPre","env_slopePre","pitch_medianPre","pitch_median_normPre","pitch_sdPre","pitch_sd_normPre","f0_slopePre","f0_slope_normPre","f1_freq_medianPre","f1_freq_median_normPre","f2_freq_medianPre","f2_freq_median_normPre","specCentroid_medianPre","entropy_medianPre","HNR_medianPre","amEnvDep_medianPre","fmDep_medianPre","syllTextPost","durationPost","duration_noSilencePost","ampl_medianPost","ampl_noSilence_medianPost","env_slopePost","pitch_medianPost","pitch_median_normPost","pitch_sdPost","pitch_sd_normPost","f0_slopePost","f0_slope_normPost","f1_freq_medianPost","f1_freq_median_normPost","f2_freq_medianPost","f2_freq_median_normPost","specCentroid_medianPost","entropy_medianPost","HNR_medianPost","amEnvDep_medianPost","fmDep_medianPost"
"G01_T_06_F_2_Adj_liː_2","German",1,"target",6,"filler",2,"A","liː",2,0.564,0.56,0.0199918733128223,0.0199918733128223,8.47227539739124e-05,188.995333507859,0.220834888666199,35.1160257600616,0.692456398776119,0.0668053906499124,0.156473678373957,245.12,-1.02775518267557,2117.1,1.09796487992024,208.17168137131,0.459591907616934,8.07388452567002,0.292127984846001,0.538790416360198,3,"pre",0.615,0.61,0.0342485284798348,0.0342485284798348,-2.64549675599852e-05,308.963005075111,2.36214574948964,48.1348352995216,1.26256584491745,-0.0219389644985285,-0.0856575972413256,326.28,-0.644949246077391,2015.47,0.853273350780464,269.707625264264,0.461894714294396,7.99094766538986,0.434012108352856,0.530949214525769,"post",0.141,0.14,0.0701135294145797,0.0701135294145797,-0.000271235908633143,172.876033943271,-0.0668795495286726,10.0356319895738,-0.405844437268868,-0.225828116280697,-0.64195146317294,460.97,-0.00965930521479075,1599.21,-0.148943474170056,305.856906645922,0.412877607023847,6.5624895757662,1,0.266187593527405
"G01_T_06_F_6_N_dra-t_2","German",1,"target",6,"filler",6,"N","dra-t",2,0.547,0.545,0.0143531171841664,0.0145676045300611,4.93295161451322e-06,NA,NA,NA,NA,NA,NA,691.37,1.0770642999136,1242.12,-1.00869844947775,273.255336146471,0.602462075590043,NA,0.198622203121347,NA,7,"pre",0.56,0.555,0.0376714863376579,0.0376714863376579,-9.36724268618592e-05,136.181182104282,-0.721848373651312,4.91901101827808,-0.629907470007691,-0.0106564423014403,-0.0548742140371861,301.415,-0.762229551813144,1369.46,-0.702105717797553,258.289886004161,0.323296416235064,12.4351420127091,0.310537556908053,0.116622638943703,"post",0.373,0.37,0.0267311016723249,0.0267311016723249,4.38527052377547e-06,174.253704774339,-0.0422894122469647,4.38062021030693,-0.65348425591962,0.19028904618888,0.493388121926749,644.44,0.855710398921086,1533.13,-0.308042325351362,307.721178123835,0.419373125270932,7.00700708142886,0.249278043754251,0.218152599438239
"G01_T_07_I_2_Adj_liː_2","German",1,"target",7,"information",2,"A","liː",2,0.226,0.185,0.0332676363679482,0.0624451582463431,0.000585651486503118,185.369993155243,0.156125950251184,11.8173457100983,-0.327821034336992,0.444342532608619,1.1865510238198,248.245,-1.01301555044455,2083.94,1.01812653389766,222.485424939519,0.434770732615142,10.7526160538355,0.356262218722247,1.01848797586932,3,"pre",0.321,0.305,0.0169557707002759,0.0169863390826908,2.50429451189888e-05,234.184546827422,1.02742012958256,59.249374182815,1.74928497139863,-0.0408067636291887,-0.137136750635567,263.215,-0.942406816205091,2073.615,0.993267338400576,218.987787028901,0.46426543462147,7.81369282238415,0.431184594807254,1.28082627397998,"post",0.161,0.16,0.0833546666257564,0.0833546666257564,-0.000231651856551624,182.473039233079,0.104418029143809,4.66317959133708,-0.641110638214185,-0.344180323282878,-0.964865194478874,524.52,0.290085855835163,1586.47,-0.179617193359672,299.247296251333,0.401566114861811,5.41234700683869,1,0.339724327208884
"G01_T_07_I_5_N_ʁoː_1","German",1,"target",7,"information",5,"N","ʁoː",1,0.288,0.285,0.0483525026285816,0.0483525026285816,0.000212227626051382,119.953916866609,-1.01148989824665,80.0478058369054,2.66007349741417,0.0614858463832316,0.141959763242916,396.535,-0.313578730112568,1304.835,-0.85770140874174,294.927741842128,0.450099542936149,9.12215840779705,0.338630322146286,0.615151440298815,6,"pre",0.14,0.135,0.0677004039651377,0.0677004039651377,-0.00010231645837543,123.803470690727,-0.942778958830883,2.89957833898445,-0.718340874215827,-0.122976493835426,-0.36132973235841,414.045,-0.230989622795736,1380.57,-0.675356501141616,301.663046342123,0.476287354606857,5.72244194999966,1,0.384335339958653,"post",0.183,0.18,0.0369100019618323,0.0369100019618323,-0.000128786618811456,NA,NA,NA,NA,-0.181040109996802,-0.519751272798631,372.77,-0.425670685303004,1381.02,-0.674273049521889,262.829943007977,0.556815368663215,4.98174717467401,1,NA
"G01_T_08_C_3_Adj_gɛl_2","German",1,"target",8,"contrastive",3,"A","gɛl",2,0.298,0.285,0.0669993600465361,0.068474264001732,0.000256823332986594,186.405861791439,0.174615237674166,6.61470586276469,-0.555650937896609,0.521235334713274,1.39634636492168,373.675,-0.421402087808901,2030.615,0.889737516959957,307.350289959004,0.412537444331487,8.79318678106402,0.23549674959282,0.71305978291366,4,"pre",0.408,0.375,0.0175556652303178,0.0191721361652639,1.6610104957743e-05,195.494613075552,0.336840957167972,4.24524153629187,-0.659412652108852,0.0169281849108243,0.0203880487073643,244.57,-1.03034935794823,2188.305,1.2694030412151,213.286656501068,0.437904611169221,10.9092273159488,0.400731690863976,0.166365043438089,"postpre",0.38,0.32,0.028513478330254,0.0335703147324121,-0.00021575264872,155.335966027011,-0.379953375485305,7.1277061803535,-0.533186032327139,0.206769147600496,0.538352649195996,430.66,-0.152621946149867,1397.32,-0.635028024185096,343.640332898603,0.333803990534369,7.57405277944451,0.291550193063494,0.183464165646399
"G01_T_08_C_6_N_bʁɪl_2","German",1,"target",8,"contrastive",6,"N","bʁɪl",2,0.313,0.28,0.0195189793825776,0.0255068715347594,0.000331050499220776,138.983333228007,-0.671832593929045,4.88096032703232,-0.631573755887799,0.348106056607468,0.923978146300985,378.5,-0.398644095644211,1558.26,-0.247537571565251,262.608837395865,0.588671147154793,6.94474606513044,0.247279059145243,0.379477479831563,7,"postpre",0.38,0.32,0.028513478330254,0.0335703147324121,-0.00021575264872,155.335966027011,-0.379953375485305,7.1277061803535,-0.533186032327139,0.206769147600496,0.538352649195996,430.66,-0.152621946149867,1397.32,-0.635028024185096,343.640332898603,0.333803990534369,7.57405277944451,0.291550193063494,0.183464165646399,"post",0.134,0.13,0.0505712175275195,0.0505712175275195,-0.000304430909708061,120.976876238036,-0.993231029139653,2.29903581576448,-0.744639359054976,-0.434226760864253,-1.21054908907387,366.64,-0.454583947887366,1606.25,-0.131993475496987,277.465498512622,0.621830569643903,6.63797563509865,1,0.114291256108919
"G01_T_09_R_3_Adj_gɛl_3","German",1,"target",9,"corrective",3,"A","gɛl",3,0.226,0.21,0.0970413632433381,0.103055984357942,0.00073270788827828,165.925020536122,-0.190948645044239,17.6951064507703,-0.0704267687354391,0.406309742266995,1.08278185421772,376.95,-0.405954953230796,1976.15,0.758603755918948,321.560153083445,0.359362229333524,5.90826336988223,0.378287816835768,1.59099062336648,4,"pre",0.105,0.1,0.00940738299796007,0.00940738299796007,4.44949907872879e-06,NA,NA,NA,NA,NA,NA,283.45,-0.846964749582812,2834.18,2.8244570743072,228.529015958841,0.508671397243894,3.99984564117424,1,NA,"postpre",0.108,0.105,0.0746304397463154,0.0746304397463154,-0.00052914970326886,142.294665144278,-0.612728412748638,5.39552497412004,-0.609040346433892,-0.128384017944409,-0.376083692858076,355.535,-0.506962704983506,1394.755,-0.641203698417542,301.909840707791,0.49075383463877,5.63018470263003,1,NA
"G01_T_09_R_5_N_bʁɪl_1","German",1,"target",9,"corrective",5,"N","bʁɪl",1,0.221,0.22,0.0332829773464364,0.0332829773464364,0.000150079567540013,360.937620664645,3.2898440818408,21.1188946457399,0.0795050653253517,0.0667221069335882,0.156246445977735,376.01,-0.410388634605885,1450.89,-0.506049128032212,293.990223553493,0.549501031676663,4.47270098402645,0.292488123726408,0.107818925892799,6,"postpre",0.108,0.105,0.0746304397463154,0.0746304397463154,-0.00052914970326886,142.294665144278,-0.612728412748638,5.39552497412004,-0.609040346433892,-0.128384017944409,-0.376083692858076,355.535,-0.506962704983506,1394.755,-0.641203698417542,301.909840707791,0.49075383463877,5.63018470263003,1,NA,"post",0.066,0.065,0.0553838082057126,0.0553838082057126,-0.000294976866591281,NA,NA,NA,NA,-0.180370287214034,-0.517923719434177,449.435,-0.0640662357059193,1440.63,-0.530751824961997,279.680490034279,0.640416185734478,NA,1,NA
"G01_T_10_F_2_Adj_liː_","German",1,"target",10,"filler",2,"A","liː",1,0.286,0.285,0.0229454810797325,0.0229454810797325,8.6915901101147e-05,189.693056716729,0.233288596114912,27.4686908532186,0.357570336038743,-0.275942915356847,-0.778685345651605,262.955,-0.943633153606712,2053.65,0.94519820153867,214.897211744356,0.509858389105626,6.45754360088149,0.23075835124664,0.303381950055337,3,"pre",0.144,0.14,0.0419968729182834,0.0419968729182834,-7.51450644689058e-05,180.732694387162,0.0733544995157374,0.885667598839275,-0.806532466017075,-0.0525118382771817,-0.169073031551125,344.82,-0.557501955977216,1697.91,0.0886935810901573,269.206831510091,0.465809491141174,6.5895648425724,1,0.0457943063739776,"post",0.142,0.14,0.0442110721140289,0.0442110721140289,-5.0825053597538e-05,NA,NA,NA,NA,-0.258975728121676,-0.732391846961086,507.45,0.209572088736458,1555.91,-0.253195596690494,265.680023529142,0.573853017267089,6.24811983252371,1,NA
"G01_T_10_F_5_N_vaː_2","German",1,"target",10,"filler",5,"N","vaː",2,0.309,0.305,0.0431856643152843,0.0432094101152135,0.000105192129106075,NA,NA,NA,NA,0.28485637757034,0.751406883127115,711.91,1.17394495464163,1226.3,-1.04678779308683,273.398699004819,0.592549347051062,NA,0.274509687249623,NA,6,"pre",0.148,0.145,0.0296211282565354,0.0296211282565354,-0.000218953829844713,NA,NA,NA,NA,-0.0817833016135476,-0.248937680349407,447.18,-0.0747023543238209,1363.155,-0.717286078825067,269.017101840892,0.734247381551878,5.14235180276213,1,NA,"post",0.124,0.12,0.0240220677789757,0.0240220677789757,-0.000134679774632304,137.519038060874,-0.697968894682998,0.93894504841868,-0.8041993819375,NA,NA,579.9,0.551295722380346,1231.53,-1.03419567759534,267.173838186725,0.520301588815247,4.11924386648507,1,0.020903198207961
"G01_T_11_C_2_Adj_gʁy_2","German",1,"target",11,"contrastive",2,"A","gʁy",2,0.268,0.265,0.0208715836860215,0.0208715836860215,0.000244597335577926,127.845132154107,-0.870639077525813,15.8752457019719,-0.150120676262628,0.256286286533116,0.673455867812206,314.75,-0.69933259315695,1453.62,-0.499476188205866,244.923807065152,0.52250074544157,9.31777023653648,0.363288170378341,1.6486972599547,3,"pre",0.148,0.145,0.0413646346929593,0.0413646346929593,-0.000253422407968958,183.01766561707,0.114139101295128,7.13504994892104,-0.532864439802266,-0.0935314941406248,-0.280991604658137,367.44,-0.450810602036225,1574.89,-0.207498015040657,283.853763799584,0.506970637688294,6.59590006006105,0.998773424340867,0.380356323485159,"postpre",0.367,0.365,0.0526313355498783,0.0526313355498783,-0.000178030903367268,141.484655032058,-0.627186336521054,102.958203503353,3.66334757442612,-0.165290653353347,-0.476780246405474,389.505,-0.346737006779463,1576.8,-0.202899364832481,302.227539277707,0.520870753337223,7.47683639219557,0.242574890980621,5.45797627921825
"G01_T_11_C_4_N_ja_2","German",1,"target",11,"contrastive",4,"N","ja",2,0.279,0.255,0.0396228556661523,0.0518775513256237,0.000194766805765642,198.904958488305,0.397712436759819,5.41603030586774,-0.60814239310796,0.577936706542982,1.55105113985975,682.55,1.03546316190478,1594.64,-0.159946527285954,266.253616883869,0.511483842894356,8.67770076870402,0.284043938829858,0.0712889934222527,5,"postpre",0.367,0.365,0.0526313355498783,0.0526313355498783,-0.000178030903367268,141.484655032058,-0.627186336521054,102.958203503353,3.66334757442612,-0.165290653353347,-0.476780246405474,389.505,-0.346737006779463,1576.8,-0.202899364832481,302.227539277707,0.520870753337223,7.47683639219557,0.242574890980621,5.45797627921825,"post",0.315,0.31,0.0574344190575779,0.0574344190575779,2.47954474295832e-05,127.168930783969,-0.882708640259374,2.08138014780169,-0.754170764513799,0.0249315194522625,0.042224452819523,490.33,0.128822487522056,1549.4,-0.26886953012255,307.573859211916,0.434736375741536,6.75626150834836,0.378186671103714,0.114406428310273
"G01_T_12_R_2_Adj_gʁy_3","German",1,"target",12,"corrective",2,"A","gʁy",3,0.509,0.465,0.0356767839327273,0.0442405203967916,0.000179291164949354,146.53241469397,-0.537088542293053,46.238927567561,1.1795417478426,0.138369317311265,0.351729645038742,333.12,-0.612687139050142,1301.275,-0.866272714888917,254.149907247932,0.521281420155189,7.0124373770291,0.243532510245631,1.15317109314368,3,"pre",0.203,0.19,0.0079684544053553,0.00958341097611023,-7.01644618427789e-05,191.156181098959,0.259403999452122,7.18188390729756,-0.530813524010794,-0.14718030498874,-0.427367731727503,294.55,-0.794609575898241,2132.9,1.136006070124,243.595912292551,0.515823252306118,5.36407832331158,0.884424715149371,0.103194396176902,"postpre",0.07,0.065,0.0782076899427706,0.0782076899427706,1.62026671236403e-05,NA,NA,NA,NA,NA,NA,332,-0.617969823241738,1776.595,0.278141115975161,265.135115494729,0.485655781939914,4.73529042641249,1,NA
"G01_T_12_R_4_N_ja_1","German",1,"target",12,"corrective",4,"N","ja",1,0.194,0.19,0.0593317895677418,0.0593317895677418,-0.000353588820705844,NA,NA,NA,NA,-0.187929534912101,-0.538548471112899,511.17,0.22711814694426,1751.76,0.218346624917538,268.475334569904,0.549170960848087,4.53741684641629,1,NA,5,"postpre",0.07,0.065,0.0782076899427706,0.0782076899427706,1.62026671236403e-05,NA,NA,NA,NA,NA,NA,332,-0.617969823241738,1776.595,0.278141115975161,265.135115494729,0.485655781939914,4.73529042641249,1,NA,"post",0.145,0.14,0.0226563436383908,0.0226563436383908,1.54435678806365e-05,180.434777558634,0.0680369624474993,3.76578305165295,-0.680408720166899,-0.228615646362313,-0.649556997219006,496.69,0.158820587038621,1760.88,0.240304577744014,274.840927481193,0.572365627306187,4.5486064265325,1,0.102107107261689
"G01_T_13_I_2_N_hɛn_1","German",1,"target",13,"information",2,"N","hɛn",1,0.181,0.18,0.0451344633513786,0.0451344633513786,0.000170625323554698,139.469550110533,-0.663154076811332,5.61865759721785,-0.599269098472641,0.142951458158947,0.364231618901105,478.98,0.0752881432590041,2087.56,1.0268423002608,262.260139331123,0.48419791525032,6.84324786242346,1,0.687428735847128,3,"pre",0.188,0.185,0.0268107183303905,0.0268107183303905,2.78832509818372e-05,NA,NA,NA,NA,-0.185989292689754,-0.533254688499755,527.94,0.306216909348788,1673.815,0.0306807660294193,246.425568528444,0.594836610819996,5.94026518072529,0.999952927331046,NA,"post",0.08,0.075,0.0241069654237077,0.0241069654237077,-0.000176320548040874,NA,NA,NA,NA,NA,NA,353.86,-0.514863147859331,2184.68,1.26067523650063,256.899203505477,0.507174153173118,5.02036601815605,1,NA
"G01_T_13_I_5_Adj_liː_2","German",1,"target",13,"information",5,"A","liː",2,0.383,0.38,0.0218044461149985,0.0218044461149985,0.000184074190399086,177.032537660366,0.0073101587168447,18.3234668148606,-0.0429101069344596,0.326537384953873,0.865129896493133,275.67,-0.883660537985151,2113.18,1.08852681247728,219.980105592006,0.497997101513909,7.15464241773079,0.183575305901047,1.35391373319727,6,"pre",0.233,0.23,0.0153407446603024,0.0153407446603024,NA,NA,NA,NA,NA,NA,NA,362.45,-0.474346846782713,1852.67,0.461304631465746,278.055331460435,0.511831681685124,4.10804241062639,0.210983970096898,NA,"post",0.196,0.195,0.0396029813177999,0.0396029813177999,-0.000154466563807195,152.519809957354,-0.430219130408704,7.45278800134548,-0.518950305446381,-0.441671916416672,-1.23086255022918,581.975,0.561082838181742,1365.375,-0.711941050834412,303.423422241275,0.541330475706292,4.68897249609933,1,0.197948396405213
"G01_T_14_F_2_Adj_liː_","German",1,"target",14,"filler",2,"A","liː",2,0.252,0.25,0.0277205261308044,0.0277205261308044,0.000203959714495164,174.859087683142,-0.0314838928879427,14.8283372148566,-0.195966067574399,0.393308596054037,1.04730935445434,253.26,-0.989361388640218,1808.41,0.354741145489889,219.410629172702,0.462415714939665,7.62895872886488,0.272804336351164,0.430220233434468,3,"pre",0.198,0.195,0.0351989945669632,0.0351989945669632,5.78075063708362e-05,NA,NA,NA,NA,0.00746923791722289,-0.00541986772525945,431.94,-0.146584592788043,1579.625,-0.196097696330859,256.145594811023,0.531181808534321,5.1836930408182,0.998122367675083,NA,"postpre",0.168,0.165,0.0756074604111686,0.0756074604111686,NA,170.575665089877,-0.107938984502462,2.00248185116789,-0.757625816533652,NA,NA,640.395,0.836631418961258,1553.785,-0.258311896005873,288.693880452676,0.570589462858664,12.9189078306139,0.999266443069137,0.091991670874235
