"fileName","language","participant","itemType","itemNum","focus","annotationNum","word","syllText","percProm","duration","duration_noSilence","ampl_median","ampl_noSilence_median","env_slope","pitch_median","pitch_median_norm","pitch_sd","pitch_sd_norm","f0_slope","f0_slope_norm","f1_freq_median","f1_freq_median_norm","f2_freq_median","f2_freq_median_norm","specCentroid_median","entropy_median","HNR_median","amEnvDep_median","fmDep_median"
"C28_T_03_I_2_N_bo_2","Catalan",28,"target",3,"information",2,"N","bo",2,0.138,0.135,0.303021129619325,0.303021129619325,0.000743363482949853,109.892745922554,-1.01837278724614,1.7953101372575,-0.670667642451542,-0.0869898114885628,-0.497492035334749,492.19,-0.181071950762986,929.96,-1.26628056464295,358.098643395191,0.444215339836998,9.08321076694451,0.997886369878139,0.241320559467475
"C28_T_04_C_2_N_pel_2","Catalan",28,"target",4,"contrastive",2,"N","pel",2,0.192,0.19,0.229028273414067,0.229028273414067,0.000996960609936329,347.005609911335,1.65610915140855,100.986143699626,2.45742357407292,0.08861006432837,0.266372015077779,480.67,-0.315509291959595,1564.24,0.13411907731855,328.521650967728,0.444287897713288,6.3749410908704,0.951310547743045,3.8278436918478
"C28_T_04_C_5_A_ne_3","Catalan",28,"target",4,"contrastive",5,"A","ne",3,0.319,0.315,0.102939520810477,0.102939520810477,0.000605761047810913,191.323617749747,-0.099884467856448,6.78928810048677,-0.513177095782511,0.00300794056949366,-0.105999461121548,372.325,-1.57988548396885,2488.575,2.17491872897474,243.845874768198,0.554733445142495,8.13508590908915,0.40820547047508,0.0881444814905477
"C28_T_05_R_4_PRON_l'al_1","Catalan",28,"target",5,"corrective",4,"PRON","l'al",1,0.2,0.19,0.131566629369074,0.139656115288746,NA,359.49596036898,1.79699234156739,118.35073751274,3.00503499575901,NA,NA,459.55,-0.561977750820045,1226,-0.612666529821923,341.918045886055,0.422004235698431,6.86407527180567,0.889843277916473,4.67591354677024
"C28_T_06_F_2_N_rrar_1","Catalan",28,"target",6,"filler",2,"N","rrar",1,0.286,0.25,0.0559063574019943,0.0577928465596837,6.6565512748499e-05,158.76302426493,-0.467147203931117,15.2921878693874,-0.245028869511563,-0.157013721856129,-0.802097876029399,715.38,2.42353483584042,1435.66,-0.149767196824431,255.712059330616,0.526325415984235,6.82805719144369,0.402847572678729,1.50497823158673
"C28_T_06_F_6_A_li_2","Catalan",28,"target",6,"filler",6,"A","li",2,0.138,0.135,0.168078543993619,0.168078543993619,0.000426929982424156,311.976114924206,1.26099878039256,7.60342446116939,-0.487502416909053,0.0762133420168666,0.212445948942194,393.35,-1.33452566637695,2042.23,1.18945272312353,311.38420337217,0.433689422369336,7.96318247185439,0.997603461171979,0.285740488922684
"C28_T_07_I_2_N_flor_2","Catalan",28,"target",7,"information",2,"N","flor",2,0.417,0.345,0.0322246924294132,0.128465844733136,-5.82585003891152e-05,NA,NA,NA,NA,-0.230822078159878,-1.12316615548109,549.27,0.485046403013269,1080.49,-0.93393182575088,359.951262459351,0.49456894966869,4.3318214436491,0.2806648489144,NA
"C28_T_08_C_2_N_lle_1","Catalan",28,"target",8,"contrastive",2,"N","lle",1,0.165,0.16,0.166074849302885,0.166074849302885,-0.000799777874829037,227.400220280432,0.307036608685845,72.4189490007512,1.55652590430884,-0.0857332403009549,-0.492025917818821,375.08,-1.54773488718095,2046.62,1.19914521607334,281.443523226017,0.546165075187756,8.45337496875507,0.86181455026914,3.29323894498683
"C28_T_08_C_4_A_gro_2","Catalan",28,"target",8,"contrastive",4,"A","gro",2,0.231,0.23,0.166804627303362,0.166804627303362,0.000855364207188671,102.435692171196,-1.10248359944791,25.7843669261527,0.0858534506680814,-0.0898446223118941,-0.509910537047956,519.42,0.136699646527263,1212.75,-0.641920637244497,328.051035148164,0.493148584446233,6.59002834093413,0.719389160515771,1.30166043091433
"C28_T_09_R_2_PRON_al_1","Catalan",28,"target",9,"corrective",2,"PRON","al",1,0.129,0.105,0.0581186166892565,0.0833554609345022,NA,342.01816939686,1.59985400206031,4.62768394569339,-0.581345642485573,NA,NA,560.37,0.614582382812085,1192.015,-0.687700555539369,319.646357048907,0.483096864426,4.29450314148541,0.887667771348425,0.0669842212698581
"C28_T_10_F_2_N_ge_2","Catalan",28,"target",10,"filler",2,"N","ge",2,0.235,0.195,0.218569181715163,0.260526189567655,0.000932463538902854,133.740769960481,-0.74938227998688,8.77571292791779,-0.450533020399618,0.149894142360249,0.532959356631664,533.655,0.302820788188177,1810.47,0.677759746802345,294.140936117867,0.514767745223138,8.59558242819892,0.454585514039329,0.405842092181342
"C28_T_10_F_5_NC_lo_1","Catalan",28,"target",10,"filler",5,"NC","lo",1,0.244,0.22,0.0778773208350692,0.0873018615883477,-0.000136665316281657,369.773949038178,1.91292150120492,45.7458881730269,0.715361813873358,-0.0624796458653036,-0.390872174118086,484.59,-0.26976325224686,953.56,-1.21417513557331,311.247722739781,0.47158988592363,6.3012073491914,0.477336244920912,0.821568315510459
"C28_T_10_F_7_A_li_2","Catalan",28,"target",10,"filler",7,"A","li",2,0.174,0.17,0.125113786525168,0.125113786525168,0.0011669060042505,304.16251160641,1.17286631639327,7.61129218124307,-0.487254299767855,0.0722843624296692,0.19535478502478,328.7,-2.08898522439438,2725.54,2.69810360183437,274.316829231478,0.508354985085913,11.9601229691037,0.93491509544898,0.359195153837653
"C28_T_11_C_2_N_que_2","Catalan",28,"target",11,"contrastive",2,"N","que",2,0.21,0.16,0.0656708495119241,0.117382020928736,-0.000187352403315158,125.791754716968,-0.839042104178756,1.40561563590599,-0.68295708395562,0.116949478460816,0.389649207415296,494.51,-0.153997763994224,1878.57,0.828114819668552,327.445075094324,0.531685367524263,7.00418449448631,0.571942408281137,0.0695334557620886
"C28_T_11_C_6_A_ne_2","Catalan",28,"target",11,"contrastive",6,"A","ne",2,0.182,0.18,0.0892182659436484,0.0892182659436484,-0.000306436358272023,199.121992710679,-0.0119237700140213,13.2741353865378,-0.308670357533922,-0.146954704733457,-0.758340888578544,556.67,0.571403722879146,2011.7,1.12204684390759,310.192783448099,0.530135738373207,7.81089998875928,0.887618672583846,0.680481270472612
