"File","Language","Participant","Item_type","Item_num","Focus","TP","Word","Syll","Syll_num","Prosodic_Prom","min_time","max_time","F0_mean","F0_min","F0_max","F0_range","env_mean","env_min","env_max","env_range","duration","Gender","Age"
"C01_T_03_I","Catalan",1,"target",3,"information","El bolígraf blau","N","pre",1,NA,2310,2377.99999999999,NA,Inf,-Inf,-Inf,0.0513386843410753,0.0477120704228672,0.0567323096488166,0.0090202392259494,67.99999999999,"male",19
"C01_T_03_I","Catalan",1,"target",3,"information","El bolígraf blau","N","li",2,"2",2377.99999999999,2517,146.500383377075,131.771591186523,163.548080444336,31.776489257813,0.073927945911063,0.0484764212813557,0.097977850148368,0.0495014288670123,139.00000000001,"male",19
"C01_T_03_I","Catalan",1,"target",3,"information","El bolígraf blau","N","post",3,NA,2517,2803,174.821044921875,158.659866333008,190.758422851562,32.098556518554,0.0823806587264796,0.0610954855343894,0.0980578468090366,0.0369623612746472,286,"male",19
"C01_T_03_I","Catalan",1,"target",3,"information","El bolígraf blau","","<p>",4,NA,2803,2889.00000000001,180.930324554443,177.794235229492,183.135879516602,5.34164428711,0.0558676702134985,0.0526769909721495,0.0603469414830306,0.0076699505108811,86.00000000001,"male",19
"C01_T_03_I","Catalan",1,"target",3,"information","El bolígraf blau","A","blau",5,"3",2889.00000000001,3249.00000000002,NA,Inf,-Inf,-Inf,0.0499149075073191,0.0197624868187577,0.071099554478592,0.0513370676598343,360.00000000001,"male",19
"C01_T_04_C","Catalan",1,"target",4,"contrastive","L'espelma de color negre","N","pre",1,NA,1954.99999999998,2295.00000000002,142.158958435059,136.752136230469,145.569427490234,8.817291259765,0.0763157210898569,0.0348453924918985,0.109530226369976,0.0746848338780775,340.00000000004,"male",19
"C01_T_04_C","Catalan",1,"target",4,"contrastive","L'espelma de color negre","N","pel",2,"2",2295.00000000002,2495,197.713541666666,195.558715820312,201.913192749023,6.35447692871102,0.0956790656853444,0.0573667316400555,0.121655526809372,0.0642887951693165,199.99999999998,"male",19
"C01_T_04_C","Catalan",1,"target",4,"contrastive","L'espelma de color negre","N","post",3,NA,2495,2673.99999999998,212.991337367467,196.048522949219,231.074737548828,35.026214599609,0.111322397994995,0.107955790158314,0.117394269425434,0.00943847926712001,178.99999999998,"male",19
"C01_T_04_C","Catalan",1,"target",4,"contrastive","L'espelma de color negre","","<p>",4,NA,2673.99999999998,2829.99999999998,228.313514709472,220.633880615234,236.748840332031,16.114959716797,0.089385801890459,0.0772190017075682,0.109435146700808,0.0322161449932398,156,"male",19
"C01_T_04_C","Catalan",1,"target",4,"contrastive","L'espelma de color negre","NC","lor_pre",6,"2",3098.99999999999,3312.99999999999,NA,Inf,-Inf,-Inf,0.146601725359009,0.100824807949046,0.179304126785784,0.078479318836738,214,"male",19
