"File","Language","Participant","Item_type","Item_num","Focus","TP","Word","Syll","Syll_num","Prosodic_Prom","min_time","max_time","F0_mean","F0_min","F0_max","F0_range","env_mean","env_min","env_max","env_range","duration","Gender","Age"
"C15_T_11_C","Catalan",15,"target",11,"contrastive","La jaqueta de color negre","A","post",7,NA,2930.00000000001,3115.00000000001,153.733137431898,144.379455566406,161.257583618164,16.878128051758,0.106286965758836,0.0680502143132274,0.16572348159614,0.0976732672829126,185,"female",19
"C15_T_12_R","Catalan",15,"target",12,"corrective","La de color negre","NC","lo_pre",1,"2",1318.00000000004,1455.00000000004,165.182374572754,162.758987426758,168.978729248047,6.21974182128898,0.187971770245205,0.0886123963723696,0.251934945979738,0.163322549607368,137,"female",19
"C15_T_12_R","Catalan",15,"target",12,"corrective","La de color negre","A","ne",2,"2",1455.00000000004,1652.00000000004,163.049121856689,154.418411254883,168.708374023438,14.289962768555,0.191551510590923,0.161461527510463,0.242252576043787,0.080791048533324,197,"female",19
"C15_T_12_R","Catalan",15,"target",12,"corrective","La de color negre","A","post",3,NA,1652.00000000004,1835.00000000004,150.144453349866,140.535797119141,156.506851196289,15.971054077148,0.105384986096871,0.0634914860709304,0.151561407857207,0.0880699217862766,183,"female",19
"C15_T_13_I","Catalan",15,"target",13,"information","El mòbil de color lila",NA,"pre",1,NA,1678,1771.00000000002,209.382432725694,204.998947143555,213.492492675781,8.49354553222599,0.310456762326098,0.243899423427223,0.338418988973739,0.094519565546516,93.0000000000198,"female",19
"C15_T_13_I","Catalan",15,"target",13,"information","El mòbil de color lila","N","mò",2,"2",1771.00000000002,1923.99999999998,191.462221272786,185.742034912109,200.100540161133,14.358505249024,0.27880779573351,0.266782581648476,0.316154137670515,0.049371556022039,152.99999999996,"female",19
"C15_T_13_I","Catalan",15,"target",13,"information","El mòbil de color lila","N","post",3,NA,1923.99999999998,2134.00000000001,212.749040149507,189.230804443359,236.715576171875,47.484771728516,0.276553482498925,0.244799503079772,0.31788413472609,0.073084631646318,210.00000000003,"female",19
"C15_T_13_I","Catalan",15,"target",13,"information","El mòbil de color lila","NC","lo_pre",5,"2",2375.99999999998,2519.00000000001,164.039981297084,149.651275634766,170.426803588867,20.775527954101,0.192280984404584,0.14087399111043,0.231929801790183,0.091055810679753,143.00000000003,"female",19
"C15_T_13_I","Catalan",15,"target",13,"information","El mòbil de color lila","A","li",6,"2",2519.00000000001,2665.00000000002,162.439072745187,153.553939819336,169.543914794922,15.989974975586,0.199231478675891,0.182696636302735,0.231057297568937,0.048360661266202,146.00000000001,"female",19
"C15_T_13_I","Catalan",15,"target",13,"information","El mòbil de color lila","A","post",7,"2",2665.00000000002,2848.99999999999,151.038669586182,142.927856445312,156.429290771484,13.501434326172,0.137462049100484,0.0735885105290177,0.184815130095905,0.111226619566887,183.99999999997,"female",19
"C15_T_14_F","Catalan",15,"target",14,"filler","El cotxe de color lila",NA,"pre",1,NA,1823.00000000004,1972.00000000004,212.191624034535,203.830688476562,218.940643310547,15.109954833985,0.245255276573217,0.150758075295778,0.306565380071003,0.155807304775225,149,"female",19
"C15_T_14_F","Catalan",15,"target",14,"filler","El cotxe de color lila","N","co",2,"2",1972.00000000004,2129.00000000002,200.33963470459,190.805618286133,215.176681518555,24.371063232422,0.165374883033288,0.118436746635046,0.210043934117047,0.091607187482001,156.99999999998,"female",19
"C15_T_14_F","Catalan",15,"target",14,"filler","El cotxe de color lila","N","post",3,NA,2129.00000000002,2264.00000000001,190.801228841146,187.688613891602,196.827194213867,9.138580322265,0.131142194142151,0.101767374408132,0.172543042322527,0.070775667914395,134.99999999999,"female",19
"C15_T_14_F","Catalan",15,"target",14,"filler","El cotxe de color lila","NC","lo_pre",5,"2",2485.00000000001,2627.00000000001,163.313844953264,157.442108154297,174.26545715332,16.823348999023,0.193534266110051,0.11492322421059,0.244544927815875,0.129621703605285,142,"female",19
"C15_T_14_F","Catalan",15,"target",14,"filler","El cotxe de color lila","A","li",6,"2",2627.00000000001,2759.00000000001,157.082412719727,149.9970703125,163.022720336914,13.025650024414,0.190548469950119,0.157434784703229,0.240151954649592,0.082717169946363,132,"female",19
"C15_T_14_F","Catalan",15,"target",14,"filler","El cotxe de color lila","A","post",7,NA,2759.00000000001,2886.00000000002,149.199682382437,141.911239624023,156.648132324219,14.736892700196,0.109893859250403,0.0663703496694508,0.153522924340699,0.0871525746712482,127.00000000001,"female",19
"C15_T_15_C","Catalan",15,"target",15,"contrastive","La cullera de color negre","N","pre",1,NA,2065.99999999997,2187.00000000001,182.583610534668,175.666122436523,186.551254272461,10.885131835938,0.108559663668245,0.0828698796669033,0.150235771704015,0.0673658920371117,121.00000000004,"female",19
"C15_T_15_C","Catalan",15,"target",15,"contrastive","La cullera de color negre","N","lle",2,"2",2187.00000000001,2320.99999999997,172.167903019832,164.631790161133,180.29768371582,15.665893554687,0.192133422956186,0.150719303620051,0.239796064481517,0.089076760861466,133.99999999996,"female",19
"C15_T_15_C","Catalan",15,"target",15,"contrastive","La cullera de color negre","N","post",3,NA,2320.99999999997,2437.99999999999,187.457429365678,178.202331542969,206.971206665039,28.76887512207,0.260547091777722,0.248744900281025,0.263790616170939,0.015045715889914,117.00000000002,"female",19
