File,Language,Participant,Item_type,Item_num,Focus,TP,Word,Syll,Syll_num,Prosodic_Prom,min_time,max_time,F0_mean,F0_min,F0_max,F0_range,env_mean,env_min,env_max,env_range,duration,Gender,Age,tier_num,tier_name,tier_type,tier_xmin,tier_xmax,xmin,xmax,text
C05_T_28_F,Catalan,5,target,28,filler,La bicicleta de color groc,N,post,3,NA,2937.00000000001,3150.00000000009,NA,NA,NA,NA,0.08906073812315901,0.0542900689355491,0.111477336719334,0.0571872677837849,213.00000000008004,male,29,8,Syll,IntervalTier,0,4.73200000000008,2937.00000000001,3150.00000000009,post
C05_T_28_F,Catalan,5,target,28,filler,La bicicleta de color groc,NA,<p>,4,NA,3150.00000000009,3441.00000000003,NA,NA,NA,NA,0.02135684676558294,0.0124344054049969,0.0478622754134582,0.0354278700084613,290.99999999994,male,29,8,Syll,IntervalTier,0,4.73200000000008,3150.00000000009,3441.00000000003,<p>
C05_T_29_B,Catalan,5,target,29,background,La planta de color negre,NA,pre,1,NA,2029.99999999997,2269.99999999998,NA,NA,NA,NA,0.0667070354791172,0.0254556048605429,0.0875748591152985,0.0621192542547556,240.00000000001,male,29,8,Syll,IntervalTier,0,6.57799999999997,2029.99999999997,2269.99999999998,pre
C05_T_29_B,Catalan,5,target,29,background,La planta de color negre,NA,<p>,4,NA,2832.99999999997,3076.00000000002,NA,NA,NA,NA,0.02498702631674707,0.0110739283008708,0.0671725037040069,0.0560985754031361,243.00000000005002,male,29,8,Syll,IntervalTier,0,6.57799999999997,2832.99999999997,3076.00000000002,<p>
C05_T_29_B,Catalan,5,target,29,background,NA,NA,<p>,9,NA,4057.00000000002,4432.00000000002,NA,NA,NA,NA,0.02254704358508528,0.0130412978541061,0.064319020364496493,0.05127772251039039,375,male,29,8,Syll,IntervalTier,0,6.57799999999997,4057.00000000002,4432.00000000002,<p>
C05_T_30_B,Catalan,5,target,30,background,La camisa de color groc,N,pre,1,NA,1977.00000000009,2048,NA,NA,NA,NA,0.0801373039591016,0.0729584296502403,0.0976343814008183,0.024675951750578,70.99999999990996,male,29,8,Syll,IntervalTier,0,8.15500000000009,1977.00000000009,2048,pre
C05_T_30_B,Catalan,5,target,30,background,La camisa de color groc,N,mi,2,1,2048,2187.99999999999,NA,NA,NA,NA,0.19211335906433413,0.11105549021559,0.227241130277782,0.116185640062192,139.99999999999,male,29,8,Syll,IntervalTier,0,8.15500000000009,2048,2187.99999999999,mi
C05_T_30_B,Catalan,5,target,30,background,NA,NA,<p>,7,NA,3319.00000000007,4540.00000000008,NA,NA,NA,NA,0.01298201275952011,0.0110039994610287,0.0156865855226418,0.0046825860616131,1221.00000000001,male,29,8,Syll,IntervalTier,0,8.15500000000009,3319.00000000007,4540.00000000008,<p>
C05_T_31_B,Catalan,5,target,31,background,La flauta,N,post,3,NA,3008.00000000004,3288.99999999999,NA,NA,NA,NA,0.070569536707738,0.0248653126978309,0.104041274340282,0.0791759616424511,280.99999999995,male,29,8,Syll,IntervalTier,0,4.80000000000007,3008.00000000004,3288.99999999999,post
C05_T_31_B,Catalan,5,target,31,background,NA,NA,<p>,4,NA,3288.99999999999,3830.00000000004,NA,NA,NA,NA,0.01358033807395452,0.0121538163640056,0.0226850748267536,0.010531258462748,541.00000000005,male,29,8,Syll,IntervalTier,0,4.80000000000007,3288.99999999999,3830.00000000004,<p>
C05_T_32_B,Catalan,5,target,32,background,El pot de pintura de color groc,N,pre,1,NA,2514.99999999999,2718.00000000007,NA,NA,NA,NA,0.07003558415341159,0.0462511316653157,0.10350376604403,0.0572526343787143,203.00000000008004,male,29,8,Syll,IntervalTier,0,6.82600000000002,2514.99999999999,2718.00000000007,pre
C05_T_32_B,Catalan,5,target,32,background,El pot de pintura de color groc,NA,<p>,4,NA,3052.00000000002,3329.00000000006,NA,NA,NA,NA,0.02487751956780594,0.0155128838323928,0.0620699127167169,0.0465570288843241,277.00000000004,male,29,8,Syll,IntervalTier,0,6.82600000000002,3052.00000000002,3329.00000000006,<p>
C05_T_32_B,Catalan,5,target,32,background,El pot de pintura de color groc,A,groc,7,2,4290.00000000008,4718.00000000007,NA,NA,NA,NA,0.096531789500628,0.0219165199156836,0.178803250869334,0.15688673095365038,427.99999999999,male,29,8,Syll,IntervalTier,0,6.82600000000002,4290.00000000008,4718.00000000007,groc
C05_T_32_B,Catalan,5,target,32,background,NA,NA,<p>,8,NA,4718.00000000007,5228.00000000007,NA,NA,NA,NA,0.01401487133861085,0.012295291138991,0.0211357905256275,0.0088404993866365,510,male,29,8,Syll,IntervalTier,0,6.82600000000002,4718.00000000007,5228.00000000007,<p>
C05_T_33_B,Catalan,5,target,33,background,El piano,N,<p>,4,NA,2674.99999999995,3105.00000000002,NA,NA,NA,NA,0.02211495968255206,0.0143163131040798,0.0625708748169276,0.04825456171284779,430.00000000007003,male,29,8,Syll,IntervalTier,0,4.61900000000003,2674.99999999995,3105.00000000002,<p>
C05_T_34_B,Catalan,5,target,34,background,NA,NA,<p>,4,NA,2630,3046.99999999991,NA,NA,NA,NA,0.01810785202655745,0.0115444956387072,0.0492789029220503,0.0377344072833431,416.99999999990996,male,29,8,Syll,IntervalTier,0,7.08600000000001,2630,3046.99999999991,<p>
C05_T_35_B,Catalan,5,target,35,background,La paella de color taronja,N,pre,1,NA,1943.99999999996,2022.00000000005,NA,NA,NA,NA,0.09847462981094524,0.0894913647531781,0.111842023656337,0.0223506589031589,78.00000000009004,male,29,8,Syll,IntervalTier,0,5.92600000000004,1943.99999999996,2022.00000000005,pre
C05_T_35_B,Catalan,5,target,35,background,La paella de color taronja,N,e,2,1,2022.00000000005,2191.00000000003,NA,NA,NA,NA,0.1615859271482699,0.119379550558099,0.193984280335319,0.07460472977722,168.99999999998,male,29,8,Syll,IntervalTier,0,5.92600000000004,2022.00000000005,2191.00000000003,e
C05_T_35_B,Catalan,5,target,35,background,La paella de color taronja,N,post,3,NA,2191.00000000003,2366.99999999996,NA,NA,NA,NA,0.0782114347233836,0.0506330364622906,0.111546155291306,0.0609131188290154,175.99999999992997,male,29,8,Syll,IntervalTier,0,5.92600000000004,2191.00000000003,2366.99999999996,post
C05_T_35_B,Catalan,5,target,35,background,La paella de color taronja,NA,<p>,4,NA,2366.99999999996,2538.00000000001,NA,NA,NA,NA,0.02619114882113231,0.0168453681954659,0.0464526329382079,0.029607264742742,171.00000000005002,male,29,8,Syll,IntervalTier,0,5.92600000000004,2366.99999999996,2538.00000000001,<p>
C06_T_01_F,Catalan,6,target,1,filler,La maleta negra,N,pre,1,NA,2250.99999999998,2361.99999999997,NA,NA,NA,NA,0.0736689371204196,0.0698400191324832,0.0795134022879872,0.009673383155504,110.99999999999,male,36,9,Syll,IntervalTier,0,3.21799999999996,2250.99999999998,2361.99999999997,pre
C06_T_01_F,Catalan,6,target,1,filler,La maleta negra,N,le,2,1,2361.99999999997,2538.99999999999,NA,NA,NA,NA,0.09957074797044135,0.080009055663713,0.121326668119918,0.04131761245620501,177.00000000002,male,36,9,Syll,IntervalTier,0,3.21799999999996,2361.99999999997,2538.99999999999,le
C06_T_01_F,Catalan,6,target,1,filler,La maleta negra,N,post_pre,3,NA,2538.99999999999,2706.99999999999,NA,NA,NA,NA,0.11565530606511128,0.0826379636667597,0.149858474632612,0.06722051096585231,168,male,36,9,Syll,IntervalTier,0,3.21799999999996,2538.99999999999,2706.99999999999,post_pre
C06_T_01_F,Catalan,6,target,1,filler,La maleta negra,A,ne,4,2,2706.99999999999,2934.99999999995,NA,NA,NA,NA,0.08713231400316043,0.0732576187797019,0.131559036738045,0.05830141795834311,227.99999999995998,male,36,9,Syll,IntervalTier,0,3.21799999999996,2706.99999999999,2934.99999999995,ne
C06_T_01_F,Catalan,6,target,1,filler,La maleta negra,A,post,5,2,2934.99999999995,3178,NA,NA,NA,NA,0.06451927127705213,0.0453908834143154,0.080825032499531907,0.0354341490852165,243.00000000005002,male,36,9,Syll,IntervalTier,0,3.21799999999996,2934.99999999995,3178,post
C06_T_02_I,Catalan,6,target,2,information,La forquilla violeta lila,NA,<p>,4,NA,3777.99999999996,4003.9999999999595,NA,NA,NA,NA,0.03899883371710526,0.0172624794955548,0.0810457376960471,0.0637832582004923,225.99999999999955,male,36,9,Syll,IntervalTier,0,5.19599999999997,3777.99999999996,4003.9999999999595,<p>
C06_T_02_I,Catalan,6,target,2,information,La forquilla violeta lila,NA,pre,6,NA,4550.99999999999,4726.99999999998,NA,NA,NA,NA,0.09170537815394413,0.0764313295143296,0.105120384635542,0.0286890551212124,175.99999999999,male,36,9,Syll,IntervalTier,0,5.19599999999997,4550.99999999999,4726.99999999998,pre
C06_T_03_I,Catalan,6,target,3,information,El bolígraf lila,N,pre,1,NA,2668.00000000001,2762,NA,NA,NA,NA,0.0540607886742209,0.0423096139985436,0.0718692434486666,0.029559629450123,93.99999999999,male,36,9,Syll,IntervalTier,0,4.09700000000004,2668.00000000001,2762,pre
C06_T_03_I,Catalan,6,target,3,information,El bolígraf lila,NA,<p>,4,NA,3242.99999999999,3341.00000000001,NA,NA,NA,NA,0.05074609516460354,0.0353751772098286,0.0785606350673713,0.04318545785754271,98.00000000002001,male,36,9,Syll,IntervalTier,0,4.09700000000004,3242.99999999999,3341.00000000001,<p>
C06_T_05_R,Catalan,6,target,5,corrective,L'espelma negra,N,pel,2,1,2810.99999999998,2980.00000000002,NA,NA,NA,NA,0.06117189590744821,0.031355930771065,0.0837210988028152,0.05236516803175019,169.00000000004002,male,36,9,Syll,IntervalTier,0,10.126,2810.99999999998,2980.00000000002,pel 
C06_T_05_R,Catalan,6,target,5,corrective,L'espelma negra,N,post_pre,3,NA,2980.00000000002,3096,NA,NA,NA,NA,0.080781335491246,0.0760122230367418,0.0873081576436776,0.0112959346069358,115.99999999997999,male,36,9,Syll,IntervalTier,0,10.126,2980.00000000002,3096,post_pre
C06_T_07_I,Catalan,6,target,7,information,La flor lila violeta,NA,pre,1,NA,2490.99999999999,2597.99999999996,NA,NA,NA,NA,0.1341595297100115,0.129371941621189,0.138263765524243,0.00889182390305398,106.99999999996999,male,36,9,Syll,IntervalTier,0,4.20100000000002,2490.99999999999,2597.99999999996,pre
C06_T_09_R,Catalan,6,target,9,corrective,Les ulleres grogues,NA,<p>,4,NA,5163.00000000001,5370.99999999998,NA,NA,NA,NA,0.02191804953017775,0.0159265233423734,0.0339085260976517,0.0179820027552783,207.99999999997,male,36,9,Syll,IntervalTier,0,6.47699999999998,5163.00000000001,5370.99999999998,<p>
C06_T_09_R,Catalan,6,target,9,corrective,Les ulleres grogues,A,gro,5,2,5370.99999999998,5611.99999999997,NA,NA,NA,NA,0.0931962745931773,0.0366434277682458,0.137802155060106,0.1011587272918602,240.99999999999,male,36,9,Syll,IntervalTier,0,6.47699999999998,5370.99999999998,5611.99999999997,gro
C06_T_09_R,Catalan,6,target,9,corrective,Les ulleres grogues,A,post,6,NA,5611.99999999997,5822.99999999998,NA,NA,NA,NA,0.06079712739718486,0.0282816289419843,0.10929590789341,0.0810142789514257,211.00000000001,male,36,9,Syll,IntervalTier,0,6.47699999999998,5611.99999999997,5822.99999999998,post
C06_T_11_C,Catalan,6,target,11,contrastive,La caçadora negra,A,post,5,NA,3456.00000000002,3841.00000000001,NA,NA,NA,NA,0.07032912455725293,0.0333576962684398,0.113780238881663,0.08042254261322321,384.99999999999,male,36,9,Syll,IntervalTier,0,3.88099999999997,3456.00000000002,3841.00000000001,post
C06_T_12_R,Catalan,6,target,12,corrective,La caçadora negra,N,pre,1,NA,5255,5389.99999999999,NA,NA,NA,NA,0.04774178368100724,0.0374685245102346,0.0683647097527733,0.03089618524253869,134.99999999999,male,36,9,Syll,IntervalTier,0,6.22299999999996,5255,5389.99999999999,pre
C06_T_12_R,Catalan,6,target,12,corrective,La caçadora negra,N,do,2,1,5389.99999999999,5539.99999999996,NA,NA,NA,NA,0.07558458119573297,0.0421830042333562,0.112347366539813,0.07016436230645681,149.99999999997,male,36,9,Syll,IntervalTier,0,6.22299999999996,5389.99999999999,5539.99999999996,do
